"q48","What are your general thoughts regarding the legalization of cannabis?","n =  829"
"I want to kick these politicians in their behinds! Cannabis is a big threat to the pharma industry; that said, we need to take them on! I live in a state with a poor medical law - too tightly regulated. I go elsewhere to buy it legally. ","1","0.12"
"I wish it were legal.  I think the government ought to be ashamed for hiding the medical benefits of this plant for all this time and for all the lives ruined for using this plant. I also don't think Monsanto or any other chemical company should be allowed to have anything to do with the growth or distribution of this plant.","1","0.12"
"I wish they would have done it sooner ","1","0.12"
"I would like everyone to know the pros of cannabis use","1","0.12"
"I would like it to be legalized and have a cap as to how much money it can cost. And would like big pharma to stay out of it","1","0.12"
"I would like to be able to purchase without FDA regulations and control. I’d like to be able to work with my Dr. through reputable sources, without threat, to treat my illness.","1","0.12"
"I would like very much to c weed legalize in NC","1","0.12"
"I’m all for it ","1","0.12"
"I’m all for it!! Our laws are very outdated to the research and effects that cannabis has. Only positive vibes!!!","1","0.12"
"I’m for it ","1","0.12"
"I’m in full support of it. If we can legalize alcohol and tobacco, both substances with lots of dangerous side effects, then we can legalize cannabis which has few negative side effects","1","0.12"
"I’m pretty happy about it and maybe it can reduce stigma","1","0.12"
"I’m so for it the amount of jobs and tax revenue it will bring to the state of Massachusetts is astronomical and important for us to grow as a state ","1","0.12"
"I’m very pleased it has passed","1","0.12"
"I’m very pleased with it. I feel necessary for so many people and certainly less harmful than prescription medications I was on for chronic pain. ","1","0.12"
"ibthink just the Medical should remain legal","1","0.12"
"If it helps its good","1","0.12"
"If it is legalized, there needs to be better consumer education regarding safe consumption.  ","1","0.12"
"If not legalized it should be classified at a different level","1","0.12"
"if we can get it legalized on a federal lever, maybe insurance companies will change their stance and cover medical marijuana just as they do Percocet, Vicodin, etc. I am out of work due to an accident on a job, now I could no longer afford private health care so I am on Mass Health. I have 2 sons and my wife is a student so we survive off my weekly workers comp check. After my surgeries, unless I want to load up on oxycodone, I have to pay out of pocket for medical marijuana, which can be costly, especially on low income.","1","0.12"
"im all for it. mothers should stop being tested for thc if its legal.","1","0.12"
"Im very happy they leaglized medical & recreational  ","1","0.12"
"imperative","1","0.12"
"IMPORTANT AS IT HEALS  ","1","0.12"
"In favor 100%","1","0.12"
"In my country its still ilegal. We have a law without a reglamentation.","1","0.12"
"Indifferent ","1","0.12"
"Is a must for treating illness","1","0.12"
"It's a positive change twords medicine","1","0.12"
"It's a wonderful supplement, that needs more research ","1","0.12"
"It's about damn time!","1","0.12"
"It's about goddamn time!","1","0.12"
"it's about time ","1","0.12"
"It's about time!","1","0.12"
"It's about time, but regulatory efforts must be supported and enforced. I see it as akin to alcohol - and in some cases a replacement for alcohol - where limits must be respected and underage access strictly prevented.","1","0.12"
"It's about time, never should have been illegal.","1","0.12"
"It's about time. Still a long way to go.","1","0.12"
"it's about time...","1","0.12"
"It's almost certainly a positive for society, but either way we'll now have access to enough information to find out for sure. ","1","0.12"
"It's been a long road but it's expanding to possibly cafes!","1","0.12"
"It's been a long slow process...something needs to change and fast.","1","0.12"
"It's been a long time coming","1","0.12"
"It's been a long time coming. Now let's make some real progress!","1","0.12"
"It's been way too long!  Canada is ahead of the U.S. per usual","1","0.12"
"It's beneficial to people and the government's pocket as well.","1","0.12"
"It's far safer than alcohol and if not smoked has definite health benefits.","1","0.12"
"It's going to be too expensive to buy legally.TAXES!","1","0.12"
"It's good","1","0.12"
"It's great, about time and very effective. ","1","0.12"
"It's great, but everything revolves around money. ","1","0.12"
"It's great,and about time.","1","0.12"
"It's legal in my state and I am grateful ","1","0.12"
"It's moving too slow, but it's generally good to legalize it","1","0.12"
"It's necessary for many reasons.","1","0.12"
"It's not legalization, it's only taxation","1","0.12"
"It's safer than alcohol and the stigma around it needs to be changed. ","1","0.12"
"It's safer than legal prescription & non-prescription drugs with no serious or threatening side affects. It has a higher rate of success for many medical outcomes.","1","0.12"
"it's time.","1","0.12"
"It absolutely must be legalized.","1","0.12"
"It aligns with the needs of the humans race. - NA","1","0.12"
"It can't happen quicker! I was an alcoholic. If I had tried cannabis I wouldn't have been. The last decade of my life would have been better! And now I'm using it to try to save my life. The irony","1","0.12"
"It comes from the earth... ","1","0.12"
"It definitely should be legal","1","0.12"
"It has been a long time coming and much needed in comparison to other OTC/street pharmaceuticals ","1","0.12"
"It has been a long time coming, and will only bring positive things to our community!","1","0.12"
"It has been an absolute travesty that such a beneficial plant has been so unjustly demonized by our government. The American Public deserves an official government apology and correction for the ""fake news"" that they have created and diseminated since 1937. Cannabis should be immediately re-scheduled, studied for its yet to to be fully determined benefits and legalized for consumption for anyone over the age of 21.  ","1","0.12"
"It has helped me drop numerous medications that were prescribed to me, since using cannabis I have stopped a life long battle with biting my finger nails. I am no longer a slave to prescription medication.","1","0.12"
"It has helped my life tremendously ","1","0.12"
"It is 100% necessary to legalize cannabis, destigmatize it, and stop arresting brown and black people for cannabis and allow them to participate and have a voice in the industry. ","1","0.12"
"IT IS A NATURAL HEALING AGENT WHICH SHOULD BE LEGALISED.","1","0.12"
"It is a plant anyone can grow. ","1","0.12"
"It is a priority for me when voting. Though I personally benefit, it’s more important for me as an equality/race issue because minorities are being unfairly targeted for use etc and that must be stopped. ","1","0.12"
"It is a sacred plant, and should be legalized.  It is unfortunate that our government is so mis-informed.  ","1","0.12"
"it is a wonderful medical medicine ,best I have","1","0.12"
"It is about time","1","0.12"
"It is about time, alchohal is far more dangerous. This should never have happened, we have wasted Billions of dollars fighting a battle on drugs, that failed misreavly. All the while creating a true drug problem legally in America through big pharma.thousands have died and gone to jail over marijuana and the truth is it should have been legal and a priority med over opiates and all other drugs. This should be addressed and made right asap.","1","0.12"
"It is essential to provide access for a multitude of reasons, especially medical. I most likely wouldn't have been kicked out of high school for possession of a quarter gram. Legalization will hopefully reduce stigma and redirect law enforcement efforts to more important issues.","1","0.12"
"It is extremely important to me that all states legalize medicinal use of cannabis.","1","0.12"
"It is long overdue","1","0.12"
"It is long overdue and alarmingly slow in it's realization, with misinformation and minimal transparency that feels very wrong considering the vast majority of the people in this state are fully in favor of recreational use","1","0.12"
"It is long overdue. There is no good reason it should be illegal","1","0.12"
"It is long, long past due. I'm so happy it is happening. We need the Feds to recognize it now!","1","0.12"
"It is overdue ","1","0.12"
"It is safer and ""healthier"" than liquor. ","1","0.12"
"It is safer than alcohol! Taxation, education, and regulation are the key. It will reduce the burden on the legal system for non-violent crimes.   When consumed as edibles or vaporized flower, there seems to be almost no negative health impacts.    LEGALIZE! ","1","0.12"
"It is way overdue","1","0.12"
"It is way overdue, although I am concerned about the availability and consistency of medical cannabis when it rec becomes available. ","1","0.12"
"It is wonderful!","1","0.12"
"it needs to be done ASAP","1","0.12"
"It needs to be done federally ","1","0.12"
"It needs to be federally legalized. ","1","0.12"
"It needs to be fully legal for any purpose -- and people should be allowed to grow as much of their own as they want. Exchanging different strains and tinctures with other people would be great -- if I could locate others who would be interested in this.","1","0.12"
"It needs to be legal everywhere for any purpose, just like abortion.","1","0.12"
"It needs to be legal if only to prevent unjust prison sentences","1","0.12"
"It needs to be legalized and accessible to all that need it.","1","0.12"
"It needs to be legalized at the Federal level. I have found excellent pain relief from the products I use, as have others I know who have chronic pain/fibromyalga/arthritis. It should be legal for those over 18 years old. I am 70 years old.","1","0.12"
"It needs to be legalized everywhere so the quality can continue to rise, while the cost drops. Its important to know what I am smoking is safe and has been tested. ","1","0.12"
"It needs to be legalized in the UK.  This is such a powerful medication it should be available to all.","1","0.12"
"It needs to be legalized on a federal level","1","0.12"
"It needs to happen in more places. Cannabis criminalization is a major way that POC have been funneled into prisons. ","1","0.12"
"It needs to happen soon","1","0.12"
"It never should have been illegal in the first place. ","1","0.12"
"It saved my life. I dislike the stoner box I am put in from society but that's a small price to pay for a miracle medication. ","1","0.12"
"It should've been done years ago especially for people who used to get in legal trouble for possessing small amounts.","1","0.12"
"It should absolutely be 100% legal and our law makers need to educate themselves first then educate the public on the misinformation they have been receiving about cannabis for over a hundred years.","1","0.12"
"It should absolutely be legal.","1","0.12"
"It should absolutely be legalized.","1","0.12"
"It should be","1","0.12"
"It should be able to be used normally ","1","0.12"
"It should be available in all the States for medical use.","1","0.12"
"it should be completely federally legal.","1","0.12"
"It should be decriminalized and legal for recreational use just like alcohol is. Over 21 with valid id which can be used in any state at any dispensary.","1","0.12"
"It should be done to help more people and get eid of the stigma","1","0.12"
"It should be federally legal and alcohol should be outlawed. I'd rather have people driving stoned than drunk.","1","0.12"
"It should be federally legal to grow, process, possess, use, and trade amongst adults. Those with prior marijuana related convictions should have those overturned and records auto-expunged.","1","0.12"
"It should be federally legal with States voting on recreation. ","1","0.12"
"It should be Federally legal!","1","0.12"
"It should be Federally legalized for medical & recreational use for adults 18+.  DWI rules should apply and for medical patients drug testing is not a reason to lose a job as long as you are a good employee.","1","0.12"
"It should be federally legalized.","1","0.12"
"It should be fully legal for all use to the public. All growing methods other than organic, veganic and biodynamic should be prohibited by law, and this includes the flowers that go into making edibles and other forms of delivery. Cannabis should still undergo rigorous testing for mold and other possible pathogens.","1","0.12"
"It should be fully legal nation-wide.","1","0.12"
"It should be fully legalized for medical and recreational use with an 18 or 21 year old age requirement unless for medical purposes.. then anyone, any age should have access to it","1","0.12"
"it should be legal","1","0.12"
"it should be legal & free","1","0.12"
"It should be legal across the country. ","1","0.12"
"It should be legal both medically and recreationally throughout the USA ","1","0.12"
"It should be legal everywhere, it's the safest drug, period. ","1","0.12"
"It should be legal everywhere. It's not a drug the way the gov classifies it as. ","1","0.12"
"It should be legal federally.","1","0.12"
"It should be legal federally. ","1","0.12"
"It should be legal for adults to purchase and consume both for medical and recreational purposes.","1","0.12"
"It should be legal for anyone over 21","1","0.12"
"It should be legal for everyone ","1","0.12"
"It should be legal for recreational use and covered by insurance for those with qualifying conditions ","1","0.12"
"It should be legal in all 50 states just like alcohol","1","0.12"
"It should be legal in all 50 states.","1","0.12"
"It should be legal in every state. ","1","0.12"
"It should be legal nationwide, cannabis is way safer than booze or tobacco","1","0.12"
"It should be legal on a federal basis.","1","0.12"
"It should be legal on a federal level! ","1","0.12"
"It should be legal on a federal level. ","1","0.12"
"It should be legal so it can be regulated and people can know what they are consuming.","1","0.12"
"It should be legal to all","1","0.12"
"It should be legal to help consumers determine quality, efficacy, best price, and help reduce stigma ","1","0.12"
"It should be legal.","1","0.12"
"It should be legal. It's ridiculous that a plant is illegal. ","1","0.12"
"It should be legalized","1","0.12"
"It should be legalized ","1","0.12"
"It should be legalized all states","1","0.12"
"It should be legalized but not made available to minors","1","0.12"
"It should be legalized everywhere. ","1","0.12"
"It should be legalized federally","1","0.12"
"It should be legalized for all purposes, medical, recreational etc. if it legal to grow, buy and sell parsley, cilantro and roses, so should cannabis.","1","0.12"
"It should be legalized in all states.  It helps for everything. There is a strain for everything. ","1","0.12"
"It should be legalized nationally","1","0.12"
"It should be legalized on all levels especially for children who need the oils","1","0.12"
"It should be legalized without need of a medical card; especially considering that many who use 'recreationally' are using it medicinally without realizing it.  Based on studies of its safety, cannabis is a rather silly thing to prohibit.","1","0.12"
"It should be legalized! Give us our plant back!","1","0.12"
"It should be legalized.","1","0.12"
"It should be legalized. ","1","0.12"
"It should be legalized.  Adults should have the preference to smoke just as the have the preference to drink alcohol or not","1","0.12"
"It should be legalized.  It is way less harmful than alcohol!","1","0.12"
"It should be legalized. I can go to war or buy liquor which causes more harm than cannabis but I can't legally buy cannabis without a medical card...strange ","1","0.12"
"It should be legalized. I think that those who smoke now aren’t going to stop and those that don’t like it don’t need to start. It won’t change who smokes and who doesn’t its a personal choice. ","1","0.12"
"It should be medical only! There needs to be more research.","1","0.12"
"It should be medically legal for everyone as a supplement - but, the government should NOT be involved. I believe we should be able to grow it in our back yards if we so choose and fear only rabbits raiding our yards, not our government.  I do have concerns about legalizing recreationally across the board as college age will abuse and not treat responsibly - and, mix with alcohol and other opiates etc - which of course if cannabis is in their system, cannabis is the terrible problem child according to ""authorities"" ","1","0.12"
"It should be totally legal.","1","0.12"
"It should have been done in 1937.","1","0.12"
"It should have been legal years ago","1","0.12"
"It should have been legalized for 1000 years.","1","0.12"
"It should have happened years ago.","1","0.12"
"it should have never been made illegal","1","0.12"
"It should never have been illegal","1","0.12"
"It should never have been illegal...","1","0.12"
"It should of been done years ago","1","0.12"
"it should’ve happened when prohibition ended... lots of taxable money for the USA. hurry up and make it 100% legal to of age customers ","1","0.12"
"It slightly worries me that the patients will become less of a priority AND legalization is important to kill the stigma built up around cannabis. So mixed feelings. ","1","0.12"
"It took to long to acomplish. Alcohol is legal and it KILLS, mary doesnt hurt anyone.","1","0.12"
"It will be life changing for the better","1","0.12"
"It will help the world","1","0.12"
"It would create more jobs and it will help people that need it","1","0.12"
"It’s about time! It’s a plant not the devils lettutce ;)","1","0.12"
"It’s About Time!!","1","0.12"
"It’s about time. ","1","0.12"
"It’s about time. The stigma screwed up my life. I’m glad that I am not alone.","1","0.12"
"It’s beautiful","1","0.12"
"It’s good I guess but regardless I’m still buying off the street cause I get the same quality for a third of the price ","1","0.12"
"It’s great ","1","0.12"
"It’s long overdue. ","1","0.12"
"It’s overdue. We have people dying daily in our country from the use of opioids, it’s destroying communities and overwhelming medical resources with overdoses and peripheral issues from the use of heroin. I still wish workplace drug testing was figured out, cannibis users are discriminated against unfairly while alcohol drinkers are not. The harm caused by alcohol and opiate use vastly outweighs the harm caused by marijuana, and marijuana is already being enjoyed responsibly by many adults who love delivery pizza and late night hours at Taco Bell. ","1","0.12"
"it’s taking too long","1","0.12"
"It’s taking too long","1","0.12"
"It’s the same as alcohol. I don’t like to drink so MJ is a great medicine for me. It makes me sad that people think you’re a drug addict if you use MJ. The gov’t needs to legalize it! ","1","0.12"
"It’s time.","1","0.12"
"Its about time!","1","0.12"
"Its about time.","1","0.12"
"Its been a real shit show. It doesn't feel legal so much as regulated to death. Too many regulations regarding how lawmakers are going to make money off of all of this. Not enough regulations protecting consumers.","1","0.12"
"its been way too long of a wait","1","0.12"
"Its good","1","0.12"
"its great","1","0.12"
"its great! I wish more people would be open to the idea because its helped me so much","1","0.12"
"Its great. Just wish shops were open.","1","0.12"
"Its great. We need to not involve it in drug testing for jobs. Just put a rule saying you can't smoke on job property","1","0.12"
"Its long past due","1","0.12"
"Its safer than alcohol and tobacco ","1","0.12"
"its safer than alcohol. it should be legalized and regulated nationwide.","1","0.12"
"jailing pot smokers is a waste of my tax payer dollars.","1","0.12"
"Just do it","1","0.12"
"Just do it already","1","0.12"
"Just do it already and ya e this country stop dragging there feet ","1","0.12"
"Legalization is long overdue ","1","0.12"
"Legalization is only needed for research/ education, access, and stigma removal. The latter being the most important issue we all face.","1","0.12"
"Legalization needs to hold off for 2-5 more years so the industry is able to grow large enough that big pharma will not come in and buy everyone out. We need to keep this in the hands of the people","1","0.12"
"Legalization should be across the board.","1","0.12"
"Legalization should ensure that patients aren't used as targets of law enforcement.  Patients tend to have a lot of cannabinoids in their system at any given time of day. ","1","0.12"
"Legalization should have been long ago. Marijuana is in a less harmful medical category than caffeine, nicotine. Many normal, good people who work hard, have good values, morals use these products quite safely. We should not be arrested for that.","1","0.12"
"Legalization with regulation and taxation is a proven system and can raise revenue without damaging effects to local economies.","1","0.12"
"Legalize ","1","0.12"
"LEGALIZE ALL DRUGS  SAFE SPACES FOR ACCESS  REGULATIONS FOR DRUGS    ALSO WHY THE HECK ARE THESE DISPENSARIES HIRING PEOPLE TO WORK AT MINIMUM WAGE?!?! THAT IN ITSELF SHOULD BE ILLEGAL, THESE PEOPLE ARE PROFITING BIG TIME ON A SYSTEM THAT WAS ONLY CRIMINALIZED TO IMPRISON BLACK PEOPLE. THE OWNERS OF THESE DISPENSARIES SHOULD HIRE PEOPLE OF COLOR, SHOULD ADVOCATE FOR PRISONS TO RELEASE INMATES WHO ARE IN PRISON FOR NONBVIOLENT CRIMES.    PAY YOUR EMPLOYEES A LIVING WAGE  GIVE MONEY TO THE COMMUNITY WHO YOU ARE PROFITING OFF OF     ","1","0.12"
"Legalize all drugs.","1","0.12"
"Legalize and regulate like alcohol or Pharmaceuticals","1","0.12"
"Legalize and take off schedule 1 drug list","1","0.12"
"Legalize and tax.","1","0.12"
"Legalize cannabis","1","0.12"
"Legalize cannabis and tax it at the same levels as tobacco or alcohol, but use the tax money to fund free public education and health care - especially research for underfunded but pervasive diseases","1","0.12"
"Legalize Cannabis in every State in United States of America","1","0.12"
"legalize it","1","0.12"
"Legalize it ","1","0.12"
"Legalize it along the lines of alcohol, tax free","1","0.12"
"Legalize it already ","1","0.12"
"LEGALIZE IT ALREADY. Like literally there is no reason it should be illegal, and I’m making it my life’s work and mission to have it legalized in every sense of the word. ","1","0.12"
"Legalize it already. This is ridiculous. The government has scared good people into believing cannabis is something bad and scary and I am bitter about it. It is misinformation and it is long past time to give American's the choice to do with their lives as they please. ","1","0.12"
"Legalize it and I will advertise it","1","0.12"
"LEGALIZE IT AND SAVE LIVES","1","0.12"
"Legalize it but regulate growing (protect from Monsanto/etc)","1","0.12"
"Legalize it federally ","1","0.12"
"Legalize it globally!","1","0.12"
"Legalize it nationwide, reschedule/deschedule","1","0.12"
"Legalize it to help patients in need get access to the medicinal value it provides. Also price reduction to help all afford the medicine. ","1","0.12"
"Legalize it! Its safer than Alcohol.","1","0.12"
"Legalize it, don't criticize it!","1","0.12"
"Legalize it, yeah.","1","0.12"
"Legalize it.  Stop special interests!","1","0.12"
"Legalize nationally.  I think alcohol is the dangerous drug.  The war on drugs should focus on the suppliers of Heroin,Fentanyl and oral narcotics.  Stop the insurge of killer drugs.  The opioid crisis is not due to Doctors.  Oxycodone has been around for a long time as Percocet and Percodan.  Oxyir and OxyContin came into play because Morphine had become so stigmatized.  Putting heroin addicts on methadone is asinine.  Medical Marajuana advocates need accolades.  I have never seen anyone overdose on marajuana.  My husband has always said they should pipe it into the prisons to calm down the inmates !","1","0.12"
"Legalize NOW","1","0.12"
"Legalize; it's absolutely absurd alcohol is legal and cannabis is not.","1","0.12"
"less deadly than alcohol, smart decision to legalize","1","0.12"
"Let's get stores open!","1","0.12"
"Let’s do it!","1","0.12"
"LETS DO IT! More customers/user means more resources, data, money, and will blaze the trail for widespread destigmatization and national legalization.","1","0.12"
"lets make it happen","1","0.12"
"Long awaited, overly suppressed by the alcohol/opiate industry lobbies for too long.","1","0.12"
"Long over due ","1","0.12"
"Long overdue","1","0.12"
"Long overdue ","1","0.12"
"Long overdue, and inevitable provided the Federal government does not interfere","1","0.12"
"Long overdue.  ","1","0.12"
"Long overdue. I never used it before I became sick but I see now that it is harmless and overblown. I would rather see people relax with cannabis than alcohol. ","1","0.12"
"Long overdue. Implementing well","1","0.12"
"Look forward to seeing the industry develop in Massachusetts.  Cannabis is less harmful than alcohol or prescription drugs, hopefully more and more people will get access to it.","1","0.12"
"Love","1","0.12"
"Love it ","1","0.12"
"Love it its about time ","1","0.12"
"Love it!!!!","1","0.12"
"Love it...about time","1","0.12"
"Make it Federally legal so I can Vape in/near my home","1","0.12"
"Make it free for all to use. ","1","0.12"
"make it legal","1","0.12"
"make it legal through the US","1","0.12"
"Make it pervasive and safe ","1","0.12"
"Many people are afraid of the stigma behind the card. The more people that have safe access, the better. ","1","0.12"
"Medical cannabis should definitely be legal in all 50 states.","1","0.12"
"More action towards creating spaces for cannabis users to consume","1","0.12"
"Must do","1","0.12"
"My only apprehension is that the pharma, tobacco, and alcohol companies will become extremely influential in legalized cannabis and turn it into something extremely caustic, addicting, and harmful. ","1","0.12"
"My quality of life is much better. ","1","0.12"
"Necessary, and should support Black-owned marijuana businesses","1","0.12"
"Need infrastructure-keep the medical programs intact and safe.  ","1","0.12"
"Need more access and information overall.","1","0.12"
"need nation wide legalization","1","0.12"
"Need to have more variety of products at ALL dispensaries","1","0.12"
"Needed","1","0.12"
"Needs to be Federally Legal","1","0.12"
"Needs to be legalize ","1","0.12"
"Needs to be legalized and made so people who hold special licenses (i.e. nursing, CDL) can benefit from it as well as anyone else else without worrying they will lose their job ","1","0.12"
"Needs to happen","1","0.12"
"Needs to happen federally so everyone can be consuming country wide and stress free! Also so we can expand on variety on the east coast like the west coast experiences. ","1","0.12"
"Needs to happen on a national scale!","1","0.12"
"needs to happen sooner than later!","1","0.12"
"Needs to happen, educate the masses and squashing stereotypes by bringing it out in the open. Will lessen alcohol consumption which has far more self control issues. Do what we can to educate the youth into not over consuming it if at all for the benefit from complete unalduterated brain development. ","1","0.12"
"Needs to happen.  Fully support legalization ","1","0.12"
"Never should have been regulated in the first place. It is a political decision that had no criminal ties and should not be forbidden. The US government has no right to pick and choose what plants on this earth can be used by individuals. There are many more that cause ""the high"" but this one weed that made rope for our Navy seems to be of great interest to the government.  My eyes are wide open now and my government has let me and all citizens down by brainwashing us to think this weed is seriously bad and a human is bad for even thinking about it.   Seriously!!","1","0.12"
"No brainer! Just make it legal in all states but keep it regulated.","1","0.12"
"No more dangerous then alcohol always going to be someone who abuse'sthe right to smoke just like drinking to much","1","0.12"
"No question but the is a long time stigma that keeps arising that is misunderstood ","1","0.12"
"Not at all happy with the roll out. I am in favor of forcing the ccc to review all host agreements and fixing illegal ones. I’m ok for it to be delayed even more to get it right. Medical must stay protected. Medical is crucial for our kids and seniors who don’t have access to care givers. Doesn’t feel legal when I can’t smoke in public and have to feel like a criminal all the time. ","1","0.12"
"not fast enough","1","0.12"
"Not for recreational marijuana","1","0.12"
"Not sure it’s really legal. There is a lot of conflicting events I have observed. The federal government claims that cannabis has no medicinal value yet there have been several patents issued for cannabis as medicine. Citizens are being denied the truth about this powerful medical and wellness plant. ","1","0.12"
"Not sure. I was always for it until it happens. I feel it may ruin a good thing due to shitty people that don’t give a shit and do as they want rather than obey the laws which in turn will make the whole cannabis society look bad when in general it’s only a handful of people. I think it’s fine the way it has been to be honest ","1","0.12"
"Nothing but a positive experience for me, hope the lawmakers stop dragging their feet tho.","1","0.12"
"Ok","1","0.12"
"On the fence. I see both sides of the coin. Medically-speaking, fear of Big Pharma ruining a good thing. Recreationally speaking, fear of a big company ruining the integrity of a quality product like Big Tabacco did.","1","0.12"
"One should not use while driving or using machinery that could harm themselves or others. ","1","0.12"
"Optimistic but implimentation seems to be taking longer than expected","1","0.12"
"Overdue with robust regulations. If we want to keep cannabis away from CHILDREN, not necessarily teens, why make candy with cannabis? If kids can eat laundry pods they would definitely eat misplaced, brightly colored, candy.","1","0.12"
"Overdue.","1","0.12"
"Peace ","1","0.12"
"Perfect, as a user of 30+ years legalization of medical cannabis has aided me tremendously ","1","0.12"
"Please get it done!  ","1","0.12"
"Please legalize People get drunk every day no one cares someone smokes a joint and it’s a horrible thing to do in the 70s you watch Darren Stevens come home and have you double martinis to calm his day imagine if you smoked a joint at the end of a hard day there should not be a difference","1","0.12"
"Positive- it should be legal nationwide!","1","0.12"
"positive but I would like it to come with reparations from those arrested / jailed / fined for cannabis-related crimes so far, or at least discussion of the double-standards related to who is profiting from legalization","1","0.12"
"Positive just wish there was easier access ","1","0.12"
"Positive. ","1","0.12"
"Prefer it to remain for medical use only.","1","0.12"
"Pro","1","0.12"
"Pro cannabis ","1","0.12"
"pro legalization","1","0.12"
"PRO LEGALIZATION  (This is where I erase my diatribe on systemic racism, stigma, smooth jazz at the doctor's office and more old, white men trying to tell me what to do. I will also forego another soap box rant on the features and benefits of this amazing plant.)","1","0.12"
"Pro legalization.  ","1","0.12"
"Pro! Amazing benefits and if remaining organic, non gmo etc it is a primary choice for me. ","1","0.12"
"Public needs better education ","1","0.12"
"Recreational legal cannabis is appropriate. Medical should remain a separate category, to allow regulations that increase access to cannabis products for disabled and low income people. Higher plant allowances for patients growing, continuous supply at dispensaries, paying no tax, discounts for those on Medicare, Medicaid, or other financial assistances are all appropriate. The certification and card system for medical should be free; subsidized by the taxes on recreational cannabis.","1","0.12"
"Research should be done.  Yes legalize.","1","0.12"
"Responsibley and Deep discounts for Disabled patients living off SSDI.   The opiods are covered by insurance and only cost the co-pay. Incredible struggle to try cannabinoids medications. ","1","0.12"
"right on brother","1","0.12"
"Should've never been illegal  Happy about the progress","1","0.12"
"Should already be and may it be so for all sooner than later! ","1","0.12"
"should be","1","0.12"
"Should be absolutely ","1","0.12"
"Should be federally legal","1","0.12"
"Should be fully legal and taxed for 21+ age","1","0.12"
"Should be lagal","1","0.12"
"should be legal  ","1","0.12"
"Should be legal / regulated *almost* like alcohol","1","0.12"
"should be legal across the board and on a federal level","1","0.12"
"Should be legal and insurance should pay for it like any medicine.","1","0.12"
"should be legal federally","1","0.12"
"should be legal for adults with all of the same regulations as alcohol and warnings as prescription drugs","1","0.12"
"Should be legal for medical use everywhere in this country. ","1","0.12"
"Should be legal for mentally healthy adults with ample info about potential side effects, not unlike how we treat alcohol. Even better would be if MMJ was treated like rx meds.","1","0.12"
"Should be legalizd","1","0.12"
"Should be legalized","1","0.12"
"Should be legalized, controlled locally to avoid commercialization","1","0.12"
"Should be legalized, over 21. ","1","0.12"
"Should be more accessible like alcohol. Too expensive for many low to no income individuals needing it medically. Should be covered by insurance","1","0.12"
"Should be period. Booze is much worse on ones body","1","0.12"
"Should be rescheduled into Schedule V. ","1","0.12"
"Should happen ASAP","1","0.12"
"Should have always been","1","0.12"
"Should have been done along time ago, less pills! ","1","0.12"
"Should have been done decades ago","1","0.12"
"Should have been done years ago","1","0.12"
"Should have been done years ago. ","1","0.12"
"should have been legalized a long time ago.  ","1","0.12"
"Should have happened years ago.","1","0.12"
"Should have never been illegal ","1","0.12"
"Should have never been made ILLEGAL in the 1st place!","1","0.12"
"Should never have been illegal. It's a plant","1","0.12"
"So happy! Will be happier when federal legalization happens, when folks in jail on marijuana charges get set free, and when canna-businesses can use banks.","1","0.12"
"So/so about adult use starting ","1","0.12"
"Society should provide a morning and an evening dose to all who ask for it. Free of charge if they cannot afford it.","1","0.12"
"Sometimes I feel in the years ahead that the use of marijuana now will cause great health problems like the tobacco industry did. All though it helps now with many health problems my concern is not knowing the future problems it may bring and what’s being hidden from the public in order to bring high sales in. I also feel that ALL health insurances should cover the use of medical marijuana as a medication. especially if medical marijuana in that particular state is legal.","1","0.12"
"Speed this up, and cut this regulation so it can be studied in a more academic setting,. ","1","0.12"
"Spread the love!","1","0.12"
"State is taking too long to process facilities for openings ","1","0.12"
"Strong advocate for country wide legalization.","1","0.12"
"Strongly Support","1","0.12"
"super pumped","1","0.12"
"Support full legalization at the federal level","1","0.12"
"Support it ","1","0.12"
"Support it. And definitely reschedule it.  But I can also understand why there’s a concern of driving under the influence. ","1","0.12"
"Thank God almighty, Free at last!  Free at last!!","1","0.12"
"Thank God. It always made me feel better, and now I can get consistant quality, and not have to go underground, and support drug dealers.","1","0.12"
"Thank you, its long overdue.","1","0.12"
"That it happens already","1","0.12"
"That the unintentional barriers that were put up in the legislation, that prohibits business from being created. first being in regards to community outreach. Before a business can be created they must go to the town and say how they will provide some type of community outreach by doing a service or some number of profits to this nonprofit organization. The cost of opening a cannabis business in MA is about $40,000 minimum. The cost than rise astronomically based on location testing cost for the rec. Or if you a potential cultivator it is maybe 45k total. When a normal small business costs 30k. (AARP) You than would need to ask a bank for a loan but none would give you the loans since they are still have to follow federal law. But than the town itself can charge a tax because you are growing, in addition to the state tax when you sell to a dispensary. So if all those criteria are met you than can maybe open up and you than need to get the towns approval by supporting a non-profit they like. It's not worth it to open up a business. So community outreach needs to be removed. This then is that even the labs that test for rec have to do this as well. ","1","0.12"
"The best thing to ever happen ","1","0.12"
"The devil is in the details of implementation of legalization.","1","0.12"
