"q21","What products/strains do you want that are not currentlyt available in your local dispensaries?","n =  1243"
"Pre wrapped blunts","1","0.08"
"Products sourced from other states","1","0.08"
"psychopsilocybin","1","0.08"
"Pure liquid","1","0.08"
"pure sativa cartridges","1","0.08"
"Purple Gorilla","1","0.08"
"Purple haze ","1","0.08"
"Purple haze, Lamborghini, vanilla kush","1","0.08"
"Purple kush","1","0.08"
"Purple Lamborghini ","1","0.08"
"Purple punch","1","0.08"
"purple urkle","1","0.08"
"Quality disposable vape pens","1","0.08"
"question doesn't apply to me ","1","0.08"
"R4","1","0.08"
"Real Blue Dream ","1","0.08"
"Real Columbian Gold","1","0.08"
"Real hash like Moroccan hash","1","0.08"
"Real indicas with lots of linalool terpene","1","0.08"
"Reasonably priced products","1","0.08"
"Reasonably priced vape cartridges....80$-100$ is A LOT of money for 1gram... And $60 for .5grams is criminal(Neta)","1","0.08"
"Recreation ","1","0.08"
"Recreational products","1","0.08"
"Recreational use products ","1","0.08"
"Red headed stranger, true berry, skywalker","1","0.08"
"Regular one","1","0.08"
"Rick simpson oil, granddaddy puple, and stronger edibles","1","0.08"
"Rick Simpson Oil, live rosin","1","0.08"
"Roadkill skunk ","1","0.08"
"Rolling papers with thc","1","0.08"
"Rosin carts high dose edibles 9lb hammer good hash","1","0.08"
"RSO / FECO","1","0.08"
"Rubi","1","0.08"
"Salves, capsules","1","0.08"
"Salves, Lotions, Topicals, infused cooking oils, Cannigars, MoonRocks, SunRocks, Jupiter Joints, Distillate Syringe refills, Sample Packs, ","1","0.08"
"Sativa","1","0.08"
"Sativa-dominant Hybrids such as Jack Frost","1","0.08"
"Sativa edibles","1","0.08"
"Sativa Strains","1","0.08"
"Sativas","1","0.08"
"Sativas in vape cartridge","1","0.08"
"Sauce","1","0.08"
"Savory Edibles","1","0.08"
"Seeds for growers!","1","0.08"
"Seeds, growing kits, much lower pricing overall","1","0.08"
"Self grown","1","0.08"
"self treating","1","0.08"
"Sensamillia","1","0.08"
"seringes of distilete ","1","0.08"
"Serious Happiness","1","0.08"
"Shatter","1","0.08"
"Shatter, wax","1","0.08"
"Sic aria ","1","0.08"
"Simple","1","0.08"
"sipostetory","1","0.08"
"Sirius Black","1","0.08"
"Sirius Black flower","1","0.08"
"Sjskak","1","0.08"
"Skittles ","1","0.08"
"Skunk road kill ","1","0.08"
"Skunks","1","0.08"
"Skywalker/Skywalker OG, Mango Kush","1","0.08"
"Slativex","1","0.08"
"Smaller dose edibles with 1:1 CBD:THC ratios","1","0.08"
"Smaller prerolls","1","0.08"
"Snoop Dogg OG, blueberry kush","1","0.08"
"So many, why I grow my own ","1","0.08"
"Solvent Free Full Spectrum All Natural Products of All Kinds","1","0.08"
"Solventless Diamonds (Sira product)","1","0.08"
"something to help pack loose ground flower into my flower vape or pipe","1","0.08"
"Sour ","1","0.08"
"Sour candy","1","0.08"
"Sour Candy","1","0.08"
"sour diesel ","1","0.08"
"Sour diesel ","1","0.08"
"Sour Diesel ","1","0.08"
"Sour Diesel & Blue Dream are both fantastic and classic strains that i'd love to see at Bask!","1","0.08"
"Sour Diesel and Chuck OG","1","0.08"
"Sour diesel pre rolls","1","0.08"
"SOUR DIESEL/lambs bread","1","0.08"
"Sour Grape","1","0.08"
"Space jam","1","0.08"
"Space vape","1","0.08"
"Sprays","1","0.08"
"Star pupil, pineapple express","1","0.08"
"Starw cough sour diesel cherry berry lemon lime ak 47","1","0.08"
"Steven Hawkins ","1","0.08"
"Stizzy, more reasonable prices on wax, oil, shatter ","1","0.08"
"strain tangie","1","0.08"
"Strain testing higher in THCV","1","0.08"
"strawberry cough","1","0.08"
"Strawberry Cough","1","0.08"
"Strawberry Diseal ","1","0.08"
"Strawberry Snow Cone","1","0.08"
"strong cbd pills","1","0.08"
"stronger edibles","1","0.08"
"Stronger strains","1","0.08"
"Sugar free edibles","1","0.08"
"Sun rocks","1","0.08"
"Sunset Kush","1","0.08"
"Super heavy indica strain ","1","0.08"
"Super Lemon Haze","1","0.08"
"Supplies","1","0.08"
"Suppositories","1","0.08"
"suppositories of strains for pain, maybe some Blue Dream ","1","0.08"
"Suppository","1","0.08"
"Sweet Tooth","1","0.08"
"Sweet Tooth ","1","0.08"
"Sweeth Tooth, GSC - only available randomly, not consistently","1","0.08"
"sycoactive strains","1","0.08"
"Tahoe og","1","0.08"
"tampons/condoms","1","0.08"
"Tangerine haze/kush","1","0.08"
"Tangie","1","0.08"
"Tea","1","0.08"
"Terp Sauce / Concentrates","1","0.08"
"That 70s Strain","1","0.08"
"THC Dip","1","0.08"
"Thc drinks","1","0.08"
"THC drops - one drop per mg potency","1","0.08"
"THC flower","1","0.08"
"THC in tincture instead of capsule","1","0.08"
"THCa","1","0.08"
"THCa/CBDa (raw cannabinoids); High CBD options/CBD:THC ratios","1","0.08"
"THCV strains","1","0.08"
"Theory infusions 1:1 thc:cbd","1","0.08"
"there are no local recreational use dispensaries in Boston","1","0.08"
"There is nothing that I would want from a dispensary as the quality is usually lower and prices higher than using a caregiver or growing and making my own products.","1","0.08"
"There use to be a high dose mini grasshopper pie at one of the dispensaries that I wish would come back.  I am not so much a fan of the gummies as I am the hard candies.  ","1","0.08"
"They have what I need.","1","0.08"
"Those are the only strains I have access to.  Would like many more. ","1","0.08"
"Tincture based in coconut oil","1","0.08"
"Tinctures","1","0.08"
"Tinctures, disposable vape pen, transdermal patch, other variety of high CBD:THC, or high THC tincture to microdose","1","0.08"
"toast Gold","1","0.08"
"Too few sourced from sungrown, living soil, regenerative farming ","1","0.08"
"Too many to list","1","0.08"
"Too many to mention","1","0.08"
"topicals","1","0.08"
"Topicals","1","0.08"
"Train Wreck","1","0.08"
"TRAIN WRECK","1","0.08"
"Trainwreck","1","0.08"
"Trainwreck ","1","0.08"
"Transdermal creams, Blue Dream, more high CBD strains","1","0.08"
"Transdermal patch, Star Kush, OG Kush","1","0.08"
"transdermal patches","1","0.08"
"Transdermal patches","1","0.08"
"Treatwell tinctures","1","0.08"
"Triangle mints","1","0.08"
"Trokie","1","0.08"
"TRUE WEST COAST GENITICS","1","0.08"
"type (indica/sativa) specific edibles","1","0.08"
"unk","1","0.08"
"unknown.. need education","1","0.08"
"Unkown","1","0.08"
"Upside down capsules,I usually get at NETA","1","0.08"
"Vaginal Suppositories","1","0.08"
"vaginal suppositories, high-dose edibles (200+ mg), empty cartridges and other thc-specific vaporizer supplies","1","0.08"
"Vape cartridges","1","0.08"
"Vape pens","1","0.08"
"Vaping and tincture","1","0.08"
"Varied topicals","1","0.08"
"Variety of hybrid flowers and pre rolls","1","0.08"
"Vegan edibles","1","0.08"
"Vegan edibles and topicals ","1","0.08"
"wax concentrate","1","0.08"
"Wax/rosin","1","0.08"
"WE don't have Dispensaries in GA","1","0.08"
"We have no local dispensaries at this time","1","0.08"
"Wedding cake","1","0.08"
"Wedding Cake","1","0.08"
"West Coast","1","0.08"
"Where do I begin? More variety of prerolls packages vs singles. ","1","0.08"
"White chocolate","1","0.08"
"white widow","1","0.08"
"White Widow","1","0.08"
"White Widow Green Crack  Moon Rocks  White Berry Blue Dream","1","0.08"
"Wider selection of edibles, more balanced thc/cbd edibles/strain specific inctures and edibles","1","0.08"
"With the lemon influence","1","0.08"
"Wizard Tears","1","0.08"
"Would like to see the sale of more 'trimmings' because I create the medicines used in our home.","1","0.08"
"Yoda","1","0.08"
