"q48","What are your general thoughts regarding the legalization of cannabis?","n =  720"
"It's safer than legal prescription & non-prescription drugs with no serious or threatening side affects. It has a higher rate of success for many medical outcomes.","1","0.14"
"It's silly that its still a battle.  This should be legal and way less of a big deal.","1","0.14"
"It's stupid not to. It removes the social problems of drug dealers violent crime and is wildly profitable for states that tax the product. ","1","0.14"
"it's time.","1","0.14"
"It can't happen quicker! I was an alcoholic. If I had tried cannabis I wouldn't have been. The last decade of my life would have been better! And now I'm using it to try to save my life. The irony","1","0.14"
"It comes from the earth... ","1","0.14"
"It has been a long time coming and much needed in comparison to other OTC/street pharmaceuticals ","1","0.14"
"It has been a long time coming, and will only bring positive things to our community!","1","0.14"
"It has helped me drop numerous medications that were prescribed to me, since using cannabis I have stopped a life long battle with biting my finger nails. I am no longer a slave to prescription medication.","1","0.14"
"It has helped my life tremendously ","1","0.14"
"It is 100% necessary to legalize cannabis, destigmatize it, and stop arresting brown and black people for cannabis and allow them to participate and have a voice in the industry. ","1","0.14"
"It is a good thing. ","1","0.14"
"IT IS A NATURAL HEALING AGENT WHICH SHOULD BE LEGALISED.","1","0.14"
"It is a plant anyone can grow. ","1","0.14"
"It is a priority for me when voting. Though I personally benefit, it’s more important for me as an equality/race issue because minorities are being unfairly targeted for use etc and that must be stopped. ","1","0.14"
"It is a very good thing that cannot happen soon enough. The people want their weed, we voted for it and have waited long enough.   All state prisoners serving time for cannabis offenses should have their sentences commuted and all previous offenders should have their records expunged. ","1","0.14"
"it is a wonderful medical medicine ,best I have","1","0.14"
"It is about time, alchohal is far more dangerous. This should never have happened, we have wasted Billions of dollars fighting a battle on drugs, that failed misreavly. All the while creating a true drug problem legally in America through big pharma.thousands have died and gone to jail over marijuana and the truth is it should have been legal and a priority med over opiates and all other drugs. This should be addressed and made right asap.","1","0.14"
"It is essential to provide access for a multitude of reasons, especially medical. I most likely wouldn't have been kicked out of high school for possession of a quarter gram. Legalization will hopefully reduce stigma and redirect law enforcement efforts to more important issues.","1","0.14"
"It is extremely important to me that all states legalize medicinal use of cannabis.","1","0.14"
"It is long overdue and alarmingly slow in it's realization, with misinformation and minimal transparency that feels very wrong considering the vast majority of the people in this state are fully in favor of recreational use","1","0.14"
"It is overdue ","1","0.14"
"It is safer and ""healthier"" than liquor. ","1","0.14"
"It is safer than alcohol! Taxation, education, and regulation are the key. It will reduce the burden on the legal system for non-violent crimes.   When consumed as edibles or vaporized flower, there seems to be almost no negative health impacts.    LEGALIZE! ","1","0.14"
"It is way overdue","1","0.14"
"It is way overdue, although I am concerned about the availability and consistency of medical cannabis when it rec becomes available. ","1","0.14"
"It just needs to be re scheduled at the federal level. ","1","0.14"
"It needs to be available to those who need it most ","1","0.14"
"it needs to be done ASAP","1","0.14"
"It needs to be done federally ","1","0.14"
"It needs to be done. ","1","0.14"
"It needs to be federally legalized. ","1","0.14"
"It needs to be fully legal for any purpose -- and people should be allowed to grow as much of their own as they want. Exchanging different strains and tinctures with other people would be great -- if I could locate others who would be interested in this.","1","0.14"
"It needs to be legal if only to prevent unjust prison sentences","1","0.14"
"It needs to be legalized and accessible to all that need it.","1","0.14"
"It needs to be legalized everywhere so the quality can continue to rise, while the cost drops. Its important to know what I am smoking is safe and has been tested. ","1","0.14"
"It needs to be legalized in the UK.  This is such a powerful medication it should be available to all.","1","0.14"
"It needs to be regulated and a tax benefit for society but i am in favour","1","0.14"
"It needs to happen in more places. Cannabis criminalization is a major way that POC have been funneled into prisons. ","1","0.14"
"It needs to happen soon","1","0.14"
"It never should've been banned","1","0.14"
"It never should have been illegal in the first place. ","1","0.14"
"It saved my life. I dislike the stoner box I am put in from society but that's a small price to pay for a miracle medication. ","1","0.14"
"It should've been done years ago especially for people who used to get in legal trouble for possessing small amounts.","1","0.14"
"It should absolutely be 100% legal and our law makers need to educate themselves first then educate the public on the misinformation they have been receiving about cannabis for over a hundred years.","1","0.14"
"It should absolutely be legal.","1","0.14"
"It should absolutely be legalized.","1","0.14"
"it should be ","1","0.14"
"It should be able to be used normally ","1","0.14"
"It should be available to everyone. ","1","0.14"
"it should be completely federally legal.","1","0.14"
"It should be declassified so they can do study's ","1","0.14"
"It should be decriminalized and legal for recreational use just like alcohol is. Over 21 with valid id which can be used in any state at any dispensary.","1","0.14"
"It should be done to help more people and get eid of the stigma","1","0.14"
"It should be federally legal to grow, process, possess, use, and trade amongst adults. Those with prior marijuana related convictions should have those overturned and records auto-expunged.","1","0.14"
"It should be federally legal with States voting on recreation. ","1","0.14"
"It should be Federally legal!","1","0.14"
"It should be federally legalized.","1","0.14"
"It should be fully legal nation-wide.","1","0.14"
"It should be fully legalized for medical and recreational use with an 18 or 21 year old age requirement unless for medical purposes.. then anyone, any age should have access to it","1","0.14"
"it should be legal","1","0.14"
"It should be legal everywhere, it's the safest drug, period. ","1","0.14"
"It should be legal everywhere. It's not a drug the way the gov classifies it as. ","1","0.14"
"It should be legal federally","1","0.14"
"It should be legal for adults to purchase and consume both for medical and recreational purposes.","1","0.14"
"It should be legal for anyone over 21","1","0.14"
"It should be legal for everyone ","1","0.14"
"It should be legal for recreational use and covered by insurance for those with qualifying conditions ","1","0.14"
"It should be legal in all 50 states just like alcohol","1","0.14"
"It should be legal in every state. ","1","0.14"
"It should be legal nationally. It would bring prices down, slow down black market, decrease heroin use, and keep non criminal drug offenders out of jail. The cons are quite low","1","0.14"
"It should be legal nationwide, cannabis is way safer than booze or tobacco","1","0.14"
"It should be legal on a federal basis.","1","0.14"
"It should be legal on a federal level! ","1","0.14"
"It should be legal on a federal level. ","1","0.14"
"It should be legal so it can be regulated and people can know what they are consuming.","1","0.14"
"It should be legal to all","1","0.14"
"It should be legal.","1","0.14"
"It should be legal.  It has health benefits.  We need more research.  It’s safer than alcohol.","1","0.14"
"It should be legal. It’s insane that it still isn’t. ","1","0.14"
"It should be legalized all states","1","0.14"
"It should be legalized but not made available to minors","1","0.14"
"It should be legalized everywhere. ","1","0.14"
"It should be legalized federally","1","0.14"
"It should be legalized for all purposes, medical, recreational etc. if it legal to grow, buy and sell parsley, cilantro and roses, so should cannabis.","1","0.14"
"It should be legalized in all states.  It helps for everything. There is a strain for everything. ","1","0.14"
"It should be legalized on a federal level. ","1","0.14"
"It should be legalized on all levels especially for children who need the oils","1","0.14"
"It should be legalized without need of a medical card; especially considering that many who use 'recreationally' are using it medicinally without realizing it.  Based on studies of its safety, cannabis is a rather silly thing to prohibit.","1","0.14"
"It should be legalized.","1","0.14"
"It should be legalized.  It is way less harmful than alcohol!","1","0.14"
"It should be legalized. I can go to war or buy liquor which causes more harm than cannabis but I can't legally buy cannabis without a medical card...strange ","1","0.14"
"It should be legalized. I think that those who smoke now aren’t going to stop and those that don’t like it don’t need to start. It won’t change who smokes and who doesn’t its a personal choice. ","1","0.14"
"It should have been legalized for 1000 years.","1","0.14"
"It should never have been illegal","1","0.14"
"it should’ve happened when prohibition ended... lots of taxable money for the USA. hurry up and make it 100% legal to of age customers ","1","0.14"
"It slightly worries me that the patients will become less of a priority AND legalization is important to kill the stigma built up around cannabis. So mixed feelings. ","1","0.14"
"It took long enough ","1","0.14"
"It was great that the ""will of the voters"" was enacted, but the legislation itself, ie. the codes and regulations are extensive and seem to be an effort on behalf of timid legislators to dissuade against recreational use. Communication from the state needs to increase. Most people do not know about the Economic Equity Program - how are you going to attract those people if they do not even know about it? Otherwise, your attempt at progression is futile. Also, advertising the differences between medical and recreational marijuana will be crucial. Other states have seen patterns of medical users turning their reliance solely to recreational dispensaries due to an ease of convenience - but is the weed the same? The benefits of legalization will be realized in time and I wonder in 15 years if legislators will look back and wonder why they didn't allow the ball to get rolling faster...maybe the other issues plaguing the state could've been solved via a tangential relationship we don't even understand yet.","1","0.14"
"It will be life changing for the better","1","0.14"
"It will help the world","1","0.14"
"It’s about time! It’s a plant not the devils lettutce ;)","1","0.14"
"It’s awesome and I want to help in every possible way. It’s about time!!","1","0.14"
"It’s beautiful","1","0.14"
"It’s good I guess but regardless I’m still buying off the street cause I get the same quality for a third of the price ","1","0.14"
"It’s great","1","0.14"
"It’s great ","1","0.14"
"It’s long overdue. ","1","0.14"
"It’s overdue. We have people dying daily in our country from the use of opioids, it’s destroying communities and overwhelming medical resources with overdoses and peripheral issues from the use of heroin. I still wish workplace drug testing was figured out, cannibis users are discriminated against unfairly while alcohol drinkers are not. The harm caused by alcohol and opiate use vastly outweighs the harm caused by marijuana, and marijuana is already being enjoyed responsibly by many adults who love delivery pizza and late night hours at Taco Bell. ","1","0.14"
"It’s past due. Safer than alcohol. ","1","0.14"
"it’s taking too long","1","0.14"
"It’s taking too long","1","0.14"
"It’s the same as alcohol. I don’t like to drink so MJ is a great medicine for me. It makes me sad that people think you’re a drug addict if you use MJ. The gov’t needs to legalize it! ","1","0.14"
"It’s time.","1","0.14"
"Its about time!","1","0.14"
"Its about time.","1","0.14"
"Its been a real shit show. It doesn't feel legal so much as regulated to death. Too many regulations regarding how lawmakers are going to make money off of all of this. Not enough regulations protecting consumers.","1","0.14"
"Its good","1","0.14"
"its great","1","0.14"
"its great! I wish more people would be open to the idea because its helped me so much","1","0.14"
"Its great. Just wish shops were open.","1","0.14"
"Its great. We need to not involve it in drug testing for jobs. Just put a rule saying you can't smoke on job property","1","0.14"
"Its long past due","1","0.14"
"its over due , people are dying hurry up","1","0.14"
"Its safer than alcohol and tobacco ","1","0.14"
"Just do it already","1","0.14"
"Just do it already and ya e this country stop dragging there feet ","1","0.14"
"Land of the free, home of the brave.... Don't tell me what I can/can't put into my body. Who are you to say what medicine I can take?","1","0.14"
"Legalization is important to address the social justice issues that affect minority populations and youth, reduce income and influence of illegal drug traffickers, increase tax income","1","0.14"
"Legalization is only needed for research/ education, access, and stigma removal. The latter being the most important issue we all face.","1","0.14"
"Legalization needs to hold off for 2-5 more years so the industry is able to grow large enough that big pharma will not come in and buy everyone out. We need to keep this in the hands of the people","1","0.14"
"Legalization should be across the board.","1","0.14"
"Legalization with regulation and taxation is a proven system and can raise revenue without damaging effects to local economies.","1","0.14"
"Legalize ","1","0.14"
"LEGALIZE ALL DRUGS  SAFE SPACES FOR ACCESS  REGULATIONS FOR DRUGS    ALSO WHY THE HECK ARE THESE DISPENSARIES HIRING PEOPLE TO WORK AT MINIMUM WAGE?!?! THAT IN ITSELF SHOULD BE ILLEGAL, THESE PEOPLE ARE PROFITING BIG TIME ON A SYSTEM THAT WAS ONLY CRIMINALIZED TO IMPRISON BLACK PEOPLE. THE OWNERS OF THESE DISPENSARIES SHOULD HIRE PEOPLE OF COLOR, SHOULD ADVOCATE FOR PRISONS TO RELEASE INMATES WHO ARE IN PRISON FOR NONBVIOLENT CRIMES.    PAY YOUR EMPLOYEES A LIVING WAGE  GIVE MONEY TO THE COMMUNITY WHO YOU ARE PROFITING OFF OF     ","1","0.14"
"Legalize all drugs.","1","0.14"
"Legalize and tax.","1","0.14"
"Legalize cannabis and tax it at the same levels as tobacco or alcohol, but use the tax money to fund free public education and health care - especially research for underfunded but pervasive diseases","1","0.14"
"Legalize Cannabis in every State in United States of America","1","0.14"
"Legalize cannabis, criminalize alcohol","1","0.14"
"Legalize it along the lines of alcohol, tax free","1","0.14"
"Legalize it already ","1","0.14"
"LEGALIZE IT ALREADY. Like literally there is no reason it should be illegal, and I’m making it my life’s work and mission to have it legalized in every sense of the word. ","1","0.14"
"Legalize it already. This is ridiculous. The government has scared good people into believing cannabis is something bad and scary and I am bitter about it. It is misinformation and it is long past time to give American's the choice to do with their lives as they please. ","1","0.14"
"Legalize it and I will advertise it","1","0.14"
"legalize it and regulate it.","1","0.14"
"LEGALIZE IT AND SAVE LIVES","1","0.14"
"Legalize it but regulate growing (protect from Monsanto/etc)","1","0.14"
"Legalize it everywhere it’s better than taking meds","1","0.14"
"Legalize it federally ","1","0.14"
"Legalize it nationwide, reschedule/deschedule","1","0.14"
"Legalize it so we can properly study it","1","0.14"
"Legalize it to help patients in need get access to the medicinal value it provides. Also price reduction to help all afford the medicine. ","1","0.14"
"Legalize it!","1","0.14"
"Legalize it! It’s medicine. Also, it’s a plant.","1","0.14"
"Legalize it! Its safer than Alcohol.","1","0.14"
"LEGALIZE IT!!! Research it and tax it Also regulate it so people know exactly what they are getting.","1","0.14"
"Legalize it, don't criticize it!","1","0.14"
"Legalize it, tax it to help alleviate statewide issues like improving schools/roads/state debt etc., create jobs, help medical conditions/patients, research it and take a hard look at the incarceration issue.","1","0.14"
"Legalize it, yeah.","1","0.14"
"Legalize it.  Stop special interests!","1","0.14"
"Legalize it..lower the taxes on it","1","0.14"
"less deadly than alcohol, smart decision to legalize","1","0.14"
"Let's get stores open!","1","0.14"
"Let’s do it!","1","0.14"
"LETS DO IT! More customers/user means more resources, data, money, and will blaze the trail for widespread destigmatization and national legalization.","1","0.14"
"lets make it happen","1","0.14"
"Long awaited, overly suppressed by the alcohol/opiate industry lobbies for too long.","1","0.14"
"Long over due ","1","0.14"
"Long overdue at the state and federal level. The hypocrisy of federal prohibition is shocking. People who fear cannabis have bought into 80 years of propaganda and disinformation and I look forward to the day when people look back at prohibition and chuckle at how foolish the prior generations were over a plant that can't kill anyone.","1","0.14"
"Long overdue. Implementing well","1","0.14"
"Look forward to seeing the industry develop in Massachusetts.  Cannabis is less harmful than alcohol or prescription drugs, hopefully more and more people will get access to it.","1","0.14"
"Love","1","0.14"
"Love it ","1","0.14"
"Love it  ","1","0.14"
"Love it!!!!","1","0.14"
"Love it...about time","1","0.14"
"Make it free for all to use. ","1","0.14"
"Making cannabis illegal in the first place was stupid and, in the United States, was never constitutional.","1","0.14"
"Many people are afraid of the stigma behind the card. The more people that have safe access, the better. ","1","0.14"
"Mixed bag. Need to stop imprisoning people. And, legal markets tend to favor big pharma/big models at the expense of small farmers. ","1","0.14"
"More action towards creating spaces for cannabis users to consume","1","0.14"
"Moving in the positive direction","1","0.14"
"My only apprehension is that the pharma, tobacco, and alcohol companies will become extremely influential in legalized cannabis and turn it into something extremely caustic, addicting, and harmful. ","1","0.14"
"N/a","1","0.14"
"Na","1","0.14"
"Necessary, and should support Black-owned marijuana businesses","1","0.14"
"Need infrastructure-keep the medical programs intact and safe.  ","1","0.14"
"Need more access and information overall.","1","0.14"
"Needed","1","0.14"
"Needs to be Federally Legal","1","0.14"
"needs to be federally regulated to allow medical testing, which will help determine policy","1","0.14"
"Needs to be legalized and made so people who hold special licenses (i.e. nursing, CDL) can benefit from it as well as anyone else else without worrying they will lose their job ","1","0.14"
"Needs to happen","1","0.14"
"Needs to happen federally so everyone can be consuming country wide and stress free! Also so we can expand on variety on the east coast like the west coast experiences. ","1","0.14"
"Needs to happen on a national scale!","1","0.14"
"needs to happen sooner than later!","1","0.14"
"Never too late. ","1","0.14"
"No thoughts.","1","0.14"
"None","1","0.14"
"Not at all happy with the roll out. I am in favor of forcing the ccc to review all host agreements and fixing illegal ones. I’m ok for it to be delayed even more to get it right. Medical must stay protected. Medical is crucial for our kids and seniors who don’t have access to care givers. Doesn’t feel legal when I can’t smoke in public and have to feel like a criminal all the time. ","1","0.14"
"Not sure it’s really legal. There is a lot of conflicting events I have observed. The federal government claims that cannabis has no medicinal value yet there have been several patents issued for cannabis as medicine. Citizens are being denied the truth about this powerful medical and wellness plant. ","1","0.14"
"Not sure. I was always for it until it happens. I feel it may ruin a good thing due to shitty people that don’t give a shit and do as they want rather than obey the laws which in turn will make the whole cannabis society look bad when in general it’s only a handful of people. I think it’s fine the way it has been to be honest ","1","0.14"
"Nothing but a positive experience for me, hope the lawmakers stop dragging their feet tho.","1","0.14"
"On the fence. I see both sides of the coin. Medically-speaking, fear of Big Pharma ruining a good thing. Recreationally speaking, fear of a big company ruining the integrity of a quality product like Big Tabacco did.","1","0.14"
"Open Cannabis Consumer and Patient Survey 09/30/2018 Sunday 7:08pm    In 2014 we legalized consumption of cannabis in Oregon. We additionally tried to legalize a utopian bill in 2010 [I am pretty sure but it might have been 2012]. As a tree hugging Libertarian I fully endorse cannabis and hemp legalization on all levels.    Essentially I am a freedom fighter for those that believe that cannabis is a world/earth derived/plant based medicine/consumer product that should be provided by the farmers of the planet and should be legalized, not only nationally [the USof A] but by the world at large.    I apologize for acting like a US citizen [even though I am one], and the remarks that are created from that reality, but I also want you all to remember that these statements only come from being this free as a society that is this large.    Think about that, if you can.    Cannabis freedom will set the world on a new path.    Sincerely,  Nathaniel Grant Wygethrin [previously Nathaniel Wingate Grant]","1","0.14"
"Optimistic but implimentation seems to be taking longer than expected","1","0.14"
"Please hurry.  I also give it to my son which has finally stopped his intractable seizures that no anticonvulsant over the last 3 years was able to do. Thank you!","1","0.14"
"Positive- it should be legal nationwide!","1","0.14"
"positive but I would like it to come with reparations from those arrested / jailed / fined for cannabis-related crimes so far, or at least discussion of the double-standards related to who is profiting from legalization","1","0.14"
"Positive economic incentive","1","0.14"
"positive!","1","0.14"
"pro","1","0.14"
"Pro","1","0.14"
"Pro cannabis ","1","0.14"
"Pro legalization ","1","0.14"
"Pro legalization.  ","1","0.14"
"Pro! Amazing benefits and if remaining organic, non gmo etc it is a primary choice for me. ","1","0.14"
"Pro, more education on medical vs recreational though and therapeutic limits vs getting stoned ","1","0.14"
"Recreational legal cannabis is appropriate. Medical should remain a separate category, to allow regulations that increase access to cannabis products for disabled and low income people. Higher plant allowances for patients growing, continuous supply at dispensaries, paying no tax, discounts for those on Medicare, Medicaid, or other financial assistances are all appropriate. The certification and card system for medical should be free; subsidized by the taxes on recreational cannabis.","1","0.14"
"Regardless of its medical uses, being anti pot is being pro cartel, end of story. ","1","0.14"
"Responsibley and Deep discounts for Disabled patients living off SSDI.   The opiods are covered by insurance and only cost the co-pay. Incredible struggle to try cannabinoids medications. ","1","0.14"
"Safety of users in workplace and hazardous situations","1","0.14"
"Should've never been illegal  Happy about the progress","1","0.14"
"Should be completely legal","1","0.14"
"Should be federally legal","1","0.14"
"Should be fully legal and taxed for 21+ age","1","0.14"
"Should be lagal","1","0.14"
"Should be legal ","1","0.14"
"should be legal  ","1","0.14"
"Should be legal / regulated *almost* like alcohol","1","0.14"
"Should be legal across all states; especially for travel with medical products","1","0.14"
"Should be legal and embraced by the federal government. ","1","0.14"
"Should be legal and insurance should pay for it like any medicine.","1","0.14"
"Should be legal and NOT regulated. It should be treated like tomatoes. ","1","0.14"
"should be legal asap","1","0.14"
"Should be legal for mentally healthy adults with ample info about potential side effects, not unlike how we treat alcohol. Even better would be if MMJ was treated like rx meds.","1","0.14"
"Should be legal recreationally","1","0.14"
"Should be legal to grow and buy","1","0.14"
"Should be legal.","1","0.14"
"Should be legalized","1","0.14"
"Should be legalized ","1","0.14"
"Should be legalized and taxed just like liquor","1","0.14"
"Should be legalized, controlled locally to avoid commercialization","1","0.14"
"Should be legalized, over 21. ","1","0.14"
"Should be more accessible like alcohol. Too expensive for many low to no income individuals needing it medically. Should be covered by insurance","1","0.14"
"Should be period. Booze is much worse on ones body","1","0.14"
"Should happen ASAP","1","0.14"
"Should have always been","1","0.14"
"Should have been done along time ago, less pills! ","1","0.14"
"Should have been done years ago","1","0.14"
"Should have been done years ago in Massachusetts is behind the curve so far I feel","1","0.14"
"should have been legalized a long time ago.  ","1","0.14"
"Should have been legalized across the board a long time ago. ","1","0.14"
"Should have happened years ago.","1","0.14"
"Should have never been made ILLEGAL in the 1st place!","1","0.14"
"Should never have been illegal. It's a plant","1","0.14"
"Should never have been prohibited in the first place and is one of the largest rackets in this country's history ","1","0.14"
"Should of been done a long time ago.","1","0.14"
"Should of done it awhile ago ","1","0.14"
"So happy! Will be happier when federal legalization happens, when folks in jail on marijuana charges get set free, and when canna-businesses can use banks.","1","0.14"
"Some hesitations. Concerned about appropriate age of use and long term side effects ","1","0.14"
"Sometimes I feel in the years ahead that the use of marijuana now will cause great health problems like the tobacco industry did. All though it helps now with many health problems my concern is not knowing the future problems it may bring and what’s being hidden from the public in order to bring high sales in. I also feel that ALL health insurances should cover the use of medical marijuana as a medication. especially if medical marijuana in that particular state is legal.","1","0.14"
"Speed this up, and cut this regulation so it can be studied in a more academic setting,. ","1","0.14"
"Spread the love!","1","0.14"
"State is taking too long to process facilities for openings ","1","0.14"
"Strong advocate for country wide legalization.","1","0.14"
"Strongly Support","1","0.14"
"Super important. Want to see more minority owned shops/partners. ","1","0.14"
"super pumped","1","0.14"
"Support full decriminalization and adult-use regulation.","1","0.14"
"Support full legalization at the federal level","1","0.14"
"Support it ","1","0.14"
"Support it. And definitely reschedule it.  But I can also understand why there’s a concern of driving under the influence. ","1","0.14"
"Thank god! ","1","0.14"
"Thank you, its long overdue.","1","0.14"
"That fact cannabis ever became illegal is disgusting.  This plant has saved so many lives. ","1","0.14"
"That it happens already","1","0.14"
"That its not legalization its just regulation. More ways for cops and state to make money on tickets, not enough restorative justice. And seed to sale is an innane invasion of freedom and privacy. I can make wine, beer, spirits, even certain regulated chemicals or drugs, and they don't need to count my hops or limit the number of grape vines I have or raw products I can order, to still tax and regulate my finished product or crop. Its rediculous. People whose business plans are based on pre prohibition prices are rediculous too. Communities that opt out of voted for state measures are outright saying they prefer the black market to the legal one. Liscences are prohibitively expensive to small growers and anyone who hasn't been illegally profiting from selling volume, leaving it mostly full of outside investors who don't understand the plant or community, permits approved by committees full of corupt politicians... I could go on all day.","1","0.14"
"That the unintentional barriers that were put up in the legislation, that prohibits business from being created. first being in regards to community outreach. Before a business can be created they must go to the town and say how they will provide some type of community outreach by doing a service or some number of profits to this nonprofit organization. The cost of opening a cannabis business in MA is about $40,000 minimum. The cost than rise astronomically based on location testing cost for the rec. Or if you a potential cultivator it is maybe 45k total. When a normal small business costs 30k. (AARP) You than would need to ask a bank for a loan but none would give you the loans since they are still have to follow federal law. But than the town itself can charge a tax because you are growing, in addition to the state tax when you sell to a dispensary. So if all those criteria are met you than can maybe open up and you than need to get the towns approval by supporting a non-profit they like. It's not worth it to open up a business. So community outreach needs to be removed. This then is that even the labs that test for rec have to do this as well. ","1","0.14"
"The best thing to ever happen ","1","0.14"
"The expense of tax on recreational products is a deterrent ","1","0.14"
"The fact that it is not legal for consumption is insulting to every law-abiding adult who wants to use this plant. It is becoming ever-increasingly known that hypocrisy, misinformation, and prejudice were the driving factors behind the illegality surrounding this simple, ancient plant. If we expect to give any credence to the idea that we are enlightened and learned, then we must allow full legalization to happen. The current state of cannabis laws in this country (i.e. the fact that it is still referred to a marijuana, a word chosen to feed racist viewpoints, in law books) are appalling and shameful. Additionally, that the CCC is refusing to allow the adult-use market to open is unacceptable. On top of it, they show clear bias to known companies who have questionable relationships to the Department of Public Health and other regulatory entities. The people of Massachusetts deserve better.","1","0.14"
"The MA law sucks. Cannabis should be federally deregulated and removed from the list of Schedule 1 drugs.","1","0.14"
"The regulations in California are ridiculous and seem to be killing the market. The fact there are not enough testing labs and that they are all delivering different results (on same batches) needs to be fixed and I don't believe the state knows how to fix it.","1","0.14"
"The tax is ridiculous ","1","0.14"
"The USA should help fund projects to assist families with education...via....Basic tools and classes teaching region appropriate life skills","1","0.14"
"There are no dispensaries that aren't medical","1","0.14"
"There government knew there is more money in keeping people sick. Now that people are learning that the government has been lying to us all these years about cannabis and it’s  phenomenal medicinal value . Well, it pisses me off at the government. ","1","0.14"
"They should ","1","0.14"
"They should make it legal at federal levels","1","0.14"
"They should. ","1","0.14"
"Think is about damn time. ","1","0.14"
"Think it should be 100% legal. With access to both medical and recreational ","1","0.14"
"Think its great. ","1","0.14"
"This is still a controversial issue. I am for the legalization of cannabis. This plant has helped me to heal.","1","0.14"
"This Medicine has single handily changed my well-being. I’ve been able to come off of much more dangerous prescription medication opiates. Cannibis works better for all my symptoms and I have more energy and motivation. This should absolutely be legalized! I was skeptical and worried about stigma, but it is the best decision I have made to care for my medical disorder. I honestly would not have the progress I have made without it and other people should be allowed the chance to benefit from it as well. Complete game changer.","1","0.14"
"To each their own","1","0.14"
"too many people and not enough product","1","0.14"
"Took long enough","1","0.14"
"Unsure","1","0.14"
"Until concentrates are introduced (Canada) I will not be participating in the legal market. I rely on concentrates to treat my PTSD and cannot smoke flower due to asthma. Vaping concentrates is much easier on my lungs and the effects on my mood are instantaneous, with flower I would need to smoke more than one hit to feel anywhere near the same as a single 0.05g~ dab of a concentrate.","1","0.14"
"Used correctly it is a medicine just like any other","1","0.14"
"Very excited to be living in a time period where this is possible. For so long it was considered taboo to smoke and I'm very excited we can look at it differently","1","0.14"
"Very excited.  The benefits outweigh the risks and it is no worse than alcohol when used recreationally","1","0.14"
"Very good","1","0.14"
"Very good ","1","0.14"
"Very good, but needs to come with commutations of drug charges & way to fund material reparations to communities & families harmed by drug war. ","1","0.14"
"Very happy, just hoping for prices to drop down to make it more affordable we need more dispensary’s to open up","1","0.14"
"Very important Alchol is worse for you yet it's legal when weed has health benefits ","1","0.14"
"Very important. Laws need to help promote and rebuild the communities that have been ravaged by dangerous and discriminatory ""war on drugs"" policies.","1","0.14"
"Very much in favor. It has far more benefits than risks, and incarceration for drug offenses needs to end and all current and former prisoners be released, compensated, and the charges expunged from their records. ","1","0.14"
"Very necessary and long overdue. ","1","0.14"
"very positive; interested in seeing the societal impact of legalization on health, social justice","1","0.14"
"Very pro.  I feel if alcohol is legal - can I is should be aswell","1","0.14"
"Very pro. Some who could use it as a med choose not to get a card so they are not listed on a database","1","0.14"
"Very supportive, medicinal and recreational both","1","0.14"
"way over due","1","0.14"
"We need open recreational dispensaries","1","0.14"
"We need to get it off schedule 1 and make it available in all 50 states","1","0.14"
"We should all be able to grow our own medicine if we want.","1","0.14"
"We should demand the goverment for the schedule one classification of cannabis be eliminated.","1","0.14"
"We voted for it in November of 2016.  Its been almost two years.  GET WITH IT MASSACHUSETTS!!! MAKE IT HAPPEN!","1","0.14"
"We will get there in time, probobly within the next decade. But government regulation seems bad considering they are one of the main opponents of legalization throughout the years. Having the FDA regulate cannabis feels foolish considering the people in that position right now are concerned with money, not quality. Massachusetts has potential, if these politicians get off their ass and make our future for the better, not for the money","1","0.14"
"We’re cloe","1","0.14"
"Well past time","1","0.14"
"what are we waiting for ","1","0.14"
"what are we waiting for???????!?!?!?!?","1","0.14"
"When God, when?","1","0.14"
"Where I am now it is very easy and leant","1","0.14"
"While I appreciate that legalization comes with a certain amount of destigmatization and and ability to have more systematic tracking of strains and production, I do believe that it has turned cannabis into another large industry at the expense of smaller producers and more locally-based distributors. I also believe that legalization without full pardoning of everyone previously convicted for cannabis-related offenses is despicable. ","1","0.14"
"Why are people making it so damn complicated?!? Nasty politics and old propaganda.😩","1","0.14"
"Why was it ever illegal?","1","0.14"
"will be some risk of overdoing edibles.  hate smoking ","1","0.14"
"Will be very beneficial to many individuals. ","1","0.14"
"WOO HOO! More access, less stigma.","1","0.14"
"Works great for my disabilities ","1","0.14"
"yd","1","0.14"
"Yes","1","0.14"
"YES","1","0.14"
"Yes please. medical, absolutely. recreational, if we start teaching people more about mindfulness and moderation.","1","0.14"
"yes!","1","0.14"
"Yes!","1","0.14"
