"q52","What questions regarding cannabis did we not ask that are important to you?","n =  1245"
"Retroactive amnesty for convicted marijuana offenders.","1","0.08"
"Risk involved","1","0.08"
"Safety, storing it and children at home etc. ","1","0.08"
"Sativa/indica preferences, favorite music/snacks whilst smoking","1","0.08"
"separation of medical sales and recreational sales","1","0.08"
"Should cannabis be made legal nationally.","1","0.08"
"Should dispensaries have to list every ingredient in every product they sell?  The answer is yes.","1","0.08"
"Should the Federal Government reclassify marijuana? Yes ","1","0.08"
"Since cannabis is legal what about the offenders in jail for crimes related to Marijuana?","1","0.08"
"Social consumption issues are very important.","1","0.08"
"Social consumption, activities enjoyed while consuming","1","0.08"
"solvent or solvent-less","1","0.08"
"Some of my daily usage is taking edible CBD.  Perhaps some differentiating between CBD and THC use.","1","0.08"
"Stats on use in general  Public","1","0.08"
"Stavia  vs Indica and how each effect you. ","1","0.08"
"Stigma","1","0.08"
"Still waiting for shops to open ","1","0.08"
"Storage...and cooking help","1","0.08"
"Strain frequencies ","1","0.08"
"Strain types","1","0.08"
"Taste","1","0.08"
"taxes and pricing and classification news","1","0.08"
"Taxing ","1","0.08"
"Terpene profile questions and more about the legitimacy of testing","1","0.08"
"Terpine content","1","0.08"
"Testing regulations. Offering Certificate of Authenticity and safety","1","0.08"
"Testing, to assure clean, safe product.  Knowledge of exactly what is in strain, terpine profile.","1","0.08"
"that I make my own brownies and candies ","1","0.08"
"the bases were pretty much covered","1","0.08"
"The benefits of vape vs. Smoking cannabis","1","0.08"
"The best strains for different medical conditions","1","0.08"
"The cost of treating yourself with it is a huge issue","1","0.08"
"the difference between fear of stigma from loved ones and fear of stigma from society at large","1","0.08"
"The different ways to cook with cannabis","1","0.08"
"The effects of cannabis on the brain ","1","0.08"
"The importance of decarboxilation of weed prior to making oil/butter.","1","0.08"
"The importance of terpenes ","1","0.08"
"The level of thc/CBD ","1","0.08"
"The problem with survey is many questions are not applicable for someone who grows their own. You need to add a ""not applicable"" option to many questions.","1","0.08"
"The survey isnt done yet so im not sure ","1","0.08"
"There did not seem to be a category for short term use.  I am using it for post surgical recovery as has several of my friends.  ","1","0.08"
"There isn't any","1","0.08"
"There needs to be science based research on the efficacy of cannabis and pain relief, so dosing and strain choices can be made intelligently. ","1","0.08"
"There should have been a response in the ""work"" section that would indicate ""retirement""; I couldn't answer those questions accurately due to being retired.","1","0.08"
"These are good. ","1","0.08"
"These questions are made for those in states where cannabis is legal.  There should have been answer-choices for those of us to who do not have dispensaries or bud tenders","1","0.08"
"THINK YOU COVERED EVERYTHING","1","0.08"
"Think you covered everything ","1","0.08"
"This survey asked nothing about community or belonging to a group of like minded individuals.  Would be cool to get a pulse on what folks think about forming/joining a local Cannabis Community. :)","1","0.08"
"This survey didn't ask as many questions about access to cannabis education in the areas of personal cultivation as I would have liked. I'm interested in the growing culture around home grows and how things like heirloom strains and breeding and small-batch strains and the communities around home grows are doing.","1","0.08"
"Those currently incarcerated for marijuana. ","1","0.08"
"thought you wanted to know more about my smoking","1","0.08"
"To new","1","0.08"
"Too many questions ","1","0.08"
"Too see if all cannabis should be tested for quality control","1","0.08"
"Training...how important is it to be certified as a cannabis consultant.","1","0.08"
"True strain and product reviews and descriptions are really important.  Most sites use generic descriptions that are not accurate at all.  We want guidance on the actual product we are consuming if it is safe, and what people are saying about it.  ","1","0.08"
"U did good","1","0.08"
"unknown","1","0.08"
"Unknown ","1","0.08"
"unsure","1","0.08"
"US can’t classify an illegal substance organic so that conversation seems irrelevant as it doesn’t currently exist. Ya know? ","1","0.08"
"Use before medical marijuana became legal in my state.","1","0.08"
"Using cannabis for working out","1","0.08"
"Very clear questions ","1","0.08"
"Ways to smoke flower ","1","0.08"
"We do not have dispensaries in the uk  I rely on a good source to buy it illegally ","1","0.08"
"We haven't gone through all the questions yet","1","0.08"
"We need better discounts for the medically disabled","1","0.08"
"Well covered","1","0.08"
"What's your tolerance? How did you start? ","1","0.08"
"What actions can citizens using medicinal marijuana products do to improve access to products?","1","0.08"
"What are the 3-5 most helpful questions to ask a cannabis sales person when first getting started using cannabis?","1","0.08"
"What are the long-term affects of medical marijuana?","1","0.08"
"What are the long term affects of using?","1","0.08"
"What are you doing to legalize cannabis on a national level?","1","0.08"
"What do I think about how federal legalization of medical cannabis will affect pharmacutical companies? The medical community says there's no value, but have a CBD seizure med coming out on the market. Isn't that ironic?","1","0.08"
"What do people do when they travel or live in other countries with respect to Cannabis.","1","0.08"
"what effects does it have on cancer","1","0.08"
"What effects have helped and from which product. (medical).","1","0.08"
"what I'm trying to achieve ","1","0.08"
"What I have used to heal certain medical conditions","1","0.08"
"What is being done to educate medical students?","1","0.08"
"what is healthiest ingestion technique","1","0.08"
"What is your favorite and least favorite part of cannabis?","1","0.08"
"What is your opinion of pharmaceutical companies developing medications based on cannabis molecules?    Are you concerned that big business could negatively impact the cannabis industry or community through unfair business practices or patenting of medicine?","1","0.08"
"What kind of new strains would you like to see in dispensary?","1","0.08"
"What method is best to start using if you’ve never used cannabis ","1","0.08"
"What new types of medical cannabis products would people like to see? ","1","0.08"
"What options are available for those living in non legal states","1","0.08"
"What prescription medications have you been able to eliminate because of your cannabis use?","1","0.08"
"What price deals","1","0.08"
"What ratios of CBD:THC are best for my specific health concerns?  ","1","0.08"
"What state I'm in.  Not legal here.","1","0.08"
"What strains for specific ailments? ","1","0.08"
"What THC/CBD ratio do you feel is more suited to treating your disease?  ","1","0.08"
"What types of degrees would be beneficial to have for someone who is interested in the cannabis industry?","1","0.08"
"When did I first use marijuana ","1","0.08"
"When did I start smoking cannabis? also, when did I start recreationally vs medically?? ","1","0.08"
"When did I start using cannabis?","1","0.08"
"When did I start using it","1","0.08"
"When is the medical industry going to accept this so we can have insurance cover it and not pay retail the rest of our life?","1","0.08"
"When were you introduced?","1","0.08"
"when will it be rec legal in NY","1","0.08"
"When will Medicare and medicaid cover the cost?","1","0.08"
"When will prices go down?","1","0.08"
"When will recreational use of marijuana, happen. Talk about dragging feet","1","0.08"
"When will the prices drop for hardship","1","0.08"
"WHENS PRICE COMING DOWN ONLY PROBLEM I HAVE!!!","1","0.08"
"Where can I reliably get feminized seeds?  Will they be carried at a dispensary?","1","0.08"
"Where can one find a reliable expert to prescribe cannabis for specific ailments.","1","0.08"
"Where do I consume ?  How long have I had my MMJ card?  Am I happy with the MMJ providers ? ","1","0.08"
"Where do you get your cannabis? Do you advocate for destigmitization? Have you heard public officials making false statements about cannabis or its enthusiasts?","1","0.08"
"Where does it come from?  What is used to grow it?  What is the right stuff for me?","1","0.08"
"Where is best place to buy!","1","0.08"
"Where the money should go in the states that make taxes off recreational marijuana?","1","0.08"
"Whether I feel that it has harmed me in any way (it definitely hasn't!)","1","0.08"
"Which kind of legalization you support","1","0.08"
"Which strains are used for specific ailments. ","1","0.08"
"Who do you smoke with? ","1","0.08"
"Why are pain patients told they must choose between MMJ and opioids? There doesn’t seem to be tons of research indicating they can’t be used together, and in fact MMJ has been the only treatment modality that has allowed me to significantly reduce the amount of opioids I take.","1","0.08"
"WHY CANNABIS WORKERS GET PAID SO LITTLE WHEN THEIR WORK IS SO CRUCIAL. THESE PEOPLE WHO WORK HR IN THESE COMPANIES ARE MAKING BANK WHILE PEOPLE ON BOTTOM ARE DOING ALL THE WORK FOR THEM. ALSO Y'ALL NEED TO GIVE MONEY BACK TO BLACK COMMUNITIES IN MASSACHUSETTS. THIS INDUSTRY NEEDS TO STEP UP IN THOSE REGARDS. I UNDERSTAND THAT PROFIT KEEPS PEOPLE UP AT NIGHT BUT Y'ALL SEEM TO BE OBLIVIOUS TO THE FACT THAT PEOPLE WHO WERE DOING THIS IMPORTANT WORK GIVING PEOPLE MEDICINE ARE IN PRISON WHILE Y'ALL SIMPLY HOP ON THE BANDWAGON WHEN IT IS LEGAL. PEOPLE STILL PAYING A PRETTY PENNY FOR THESE CANNABIS PRODUCTS AND Y'ALL SHOULD USE A GOOD AMOUNT OF THAT MONEY TO ADVOCATE FOR PEOPLE IN PRISON FOR DOING WHAT YOU ARE DOING NOW? HOW IS THAT NOT ON YOUR MIND? HOW IS THIS BEING OVERLOOKED? I DONT UNDERSTAND. ","1","0.08"
"Why do I use the strains I prefer?","1","0.08"
"Why do we not have the same laws for alcohol that we do for marijuana","1","0.08"
"Why does Massachusetts take so long in opening medical and recreational dispensaries?","1","0.08"
"Why does my drivers license get scanned as a medical user? I believe that a database is being built to give probable cause to search my vehicle in any future traffic stops. Hippa ","1","0.08"
"Why don’t more doctors promote Cannabis use for pain relief especially with the opiate crisis?","1","0.08"
"Why is buying on the street more cost effective than a dispensary ","1","0.08"
"why is it taking so long for stores to open- it was voted on","1","0.08"
"Why is the state taking so long","1","0.08"
"Why is there not more regulations in dispenceries regarding strength, and better use of oral syringe to calibrate dose. It’s a crap shoot now","1","0.08"
"WHY IS THIS ONLY USA RELATED","1","0.08"
"Why isnt pesticide testing more open for patients. On every label it says it may not meet pesticide standards, gives me more paranoia","1","0.08"
"why prices do not come down","1","0.08"
"why the government has carried on with this prohibition for so long, injuring the american people as a whole","1","0.08"
"Will a medical card holder be considered a recreational user?","1","0.08"
"Will I purchase cannabis at a retail site when there are long-established means to purchase via other means?  ","1","0.08"
"Will medical cannabis ever be covered by prescription insurance?","1","0.08"
"Will prisoners be set free for menial possesses ","1","0.08"
"Will the price of Cannabis come down when the whole US is legal?","1","0.08"
"WILL THE PRICES BE DIFFERENT FOR THE MEDICAL COMMUNITY VS RECREATION","1","0.08"
"Will workshops or info groups be held to provide better explanation of exactly how each component of strains works- lots of us “older” patients really need some help understanding how to pick best strains","1","0.08"
"with all the clinical research being done on this topic why are the really good effects of this plant not talked about more  and then there is the tax issue","1","0.08"
"With continual consumption, will you need to increase amount consumed to receive benefits","1","0.08"
"Would I frequent or use a cannabis cafe? How often would I frequent or use a cannabis cafe?","1","0.08"
"Would I like to be involved in cannabis professionally, because yes I would.","1","0.08"
"Would like to see mandatory cannabinoid and terpenoid profiles on products in order to improve efficacy","1","0.08"
"Would you like cannabis to be allowed in nursing homes and assisted living. For elderly ","1","0.08"
"Would you like more variety in strain6","1","0.08"
"Would you like the price lowered","1","0.08"
"would you like to see more mainstream research studies about the benefits of cannabis?     yes I would","1","0.08"
"Would you prefer to talk to your doctor instead of a bud tender? ","1","0.08"
"Would you want better testing for cannabis for DUI purposes? How should this testing be applied? (Blood, urine, mouth swab?)","1","0.08"
"Would you work in the cannabis industry?","1","0.08"
"You asked about what meds I'm trying to cut back on with cannabis use not what you have replaced with cannabis use. I am now on zero pharmaceuticals and used to be on up to 6 at a time. ","1","0.08"
"you asked them all","1","0.08"
"You asked them all ","1","0.08"
"You asked them all.","1","0.08"
"You could ask if I'm pretty loyal to just one dispensary or if I use a bunch of different ones and what my motivation might be either way","1","0.08"
"You covered everything very thoroughly!","1","0.08"
"You covered it all","1","0.08"
"You did a good job. ","1","0.08"
"You did good","1","0.08"
"You didn't ask anything about minority communities negatively affected by prohibition. You should ask whether people think its important for emerging/legal businesses to benefit effected communities. ","1","0.08"
"You didn't ask if I've done political advocacy around cannabis consumption, legalization.","1","0.08"
"You didn't ask us about scientific research and how important it is for us to see this on all the cannabis sites and dispensary sites. The results of these studies should be available so we can all learn the facts and dispel the rumors.  ","1","0.08"
"You didn’t ask if I ever have felt impaired from using cannabis and which methods of consumption may cause impairment more easily. ","1","0.08"
"You didn’t ask why I am using medical cannabis. I have PTSD, anxiety and depression. ","1","0.08"
"You dont ask about the smell of the weed. for me is extremly important in my choise","1","0.08"
"You got it all that I can think of","1","0.08"
"you got them all","1","0.08"
"You guys covered it pretty well","1","0.08"
"You hit everything I can think of right now ","1","0.08"
"You hit them all","1","0.08"
"you should put this question at the very end","1","0.08"
"you were very thorough. you asked everything.","1","0.08"
"You’ve done very well! ","1","0.08"
"Young people should be vaporizing, not smoking.  A great question would be:  Given the known consequences of smoking anything, would you recommend that the new wave of cannabis users, focus on vaporizing?","1","0.08"
