"q48","What are your general thoughts regarding the legalization of cannabis?","n =  907"
"it's about time...","1","0.11"
"It's almost certainly a positive for society, but either way we'll now have access to enough information to find out for sure. ","1","0.11"
"It's been a long slow process...something needs to change and fast.","1","0.11"
"It's been a long time coming","1","0.11"
"It's been a long time coming. Now let's make some real progress!","1","0.11"
"It's been here long bfor man it is a natural organic","1","0.11"
"It's been way too long!  Canada is ahead of the U.S. per usual","1","0.11"
"It's beneficial to people and the government's pocket as well.","1","0.11"
"It's far safer than alcohol and if not smoked has definite health benefits.","1","0.11"
"It's going to be too expensive to buy legally.TAXES!","1","0.11"
"It's good","1","0.11"
"It's great, about time and very effective. ","1","0.11"
"It's great, but everything revolves around money. ","1","0.11"
"It's great,and about time.","1","0.11"
"It's inevitable.","1","0.11"
"It's insane that cannabis is illegal. Prohibition is a terrible policy for almost anything, but especially something that is either benign or beneficial as cannabis is. Legalization needs to happen so that innocent people stop being punished and so that use of a relatively harmless substance stops being a way for private prisons to profit off of what is essentially slave labor.     Not to mention giant pharmaceutical companies pushing meds, opioid epidemic destroying communities and fammilies, alcohol abuse affecting quality of life/public safety, etc. The list goes on forever and I'm sure you've heard it all.     Bottom line, cannabis should never have been outlawed and the fact that it can't even be studied is a travesty. ","1","0.11"
"It's legal in my state and I am grateful ","1","0.11"
"It's moving too slow, but it's generally good to legalize it","1","0.11"
"It's necessary for many reasons.","1","0.11"
"It's not legalization, it's only taxation","1","0.11"
"It's ridiculous it's still not legal everywhere, especially given the prevalence of alcohol","1","0.11"
"It's silly that its still a battle.  This should be legal and way less of a big deal.","1","0.11"
"It's stupid not to. It removes the social problems of drug dealers violent crime and is wildly profitable for states that tax the product. ","1","0.11"
"It about time","1","0.11"
"It aligns with the needs of the humans race. - NA","1","0.11"
"It can't happen quicker! I was an alcoholic. If I had tried cannabis I wouldn't have been. The last decade of my life would have been better! And now I'm using it to try to save my life. The irony","1","0.11"
"It comes from the earth... ","1","0.11"
"It definitely should be legal","1","0.11"
"It has been a long time coming and much needed in comparison to other OTC/street pharmaceuticals ","1","0.11"
"It has been a long time coming, and will only bring positive things to our community!","1","0.11"
"It has helped me drop numerous medications that were prescribed to me, since using cannabis I have stopped a life long battle with biting my finger nails. I am no longer a slave to prescription medication.","1","0.11"
"It has helped my life tremendously ","1","0.11"
"It holds many medicinal properties. This should have been done long ago.","1","0.11"
"It is 100% necessary to legalize cannabis, destigmatize it, and stop arresting brown and black people for cannabis and allow them to participate and have a voice in the industry. ","1","0.11"
"It is a good thing. ","1","0.11"
"It is a plant anyone can grow. ","1","0.11"
"It is a priority for me when voting. Though I personally benefit, it’s more important for me as an equality/race issue because minorities are being unfairly targeted for use etc and that must be stopped. ","1","0.11"
"It is a very good thing that cannot happen soon enough. The people want their weed, we voted for it and have waited long enough.   All state prisoners serving time for cannabis offenses should have their sentences commuted and all previous offenders should have their records expunged. ","1","0.11"
"it is a wonderful medical medicine ,best I have","1","0.11"
"It is about time","1","0.11"
"It is about time, alchohal is far more dangerous. This should never have happened, we have wasted Billions of dollars fighting a battle on drugs, that failed misreavly. All the while creating a true drug problem legally in America through big pharma.thousands have died and gone to jail over marijuana and the truth is it should have been legal and a priority med over opiates and all other drugs. This should be addressed and made right asap.","1","0.11"
"it is about time.","1","0.11"
"It is essential to provide access for a multitude of reasons, especially medical. I most likely wouldn't have been kicked out of high school for possession of a quarter gram. Legalization will hopefully reduce stigma and redirect law enforcement efforts to more important issues.","1","0.11"
"It is extremely important to me that all states legalize medicinal use of cannabis.","1","0.11"
"It is long overdue and alarmingly slow in it's realization, with misinformation and minimal transparency that feels very wrong considering the vast majority of the people in this state are fully in favor of recreational use","1","0.11"
"It is long overdue. There is no good reason it should be illegal","1","0.11"
"It is long, long past due. I'm so happy it is happening. We need the Feds to recognize it now!","1","0.11"
"It is overdue ","1","0.11"
"It is safer and ""healthier"" than liquor. ","1","0.11"
"It is safer than alcohol! Taxation, education, and regulation are the key. It will reduce the burden on the legal system for non-violent crimes.   When consumed as edibles or vaporized flower, there seems to be almost no negative health impacts.    LEGALIZE! ","1","0.11"
"It is way overdue","1","0.11"
"It is way overdue, although I am concerned about the availability and consistency of medical cannabis when it rec becomes available. ","1","0.11"
"It needs to be available to those who need it most ","1","0.11"
"it needs to be done ASAP","1","0.11"
"It needs to be done federally ","1","0.11"
"It needs to be done. ","1","0.11"
"It needs to be fully legal for any purpose -- and people should be allowed to grow as much of their own as they want. Exchanging different strains and tinctures with other people would be great -- if I could locate others who would be interested in this.","1","0.11"
"It needs to be legal if only to prevent unjust prison sentences","1","0.11"
"It needs to be legalized and accessible to all that need it.","1","0.11"
"It needs to be legalized everywhere so the quality can continue to rise, while the cost drops. Its important to know what I am smoking is safe and has been tested. ","1","0.11"
"It needs to be legalized on a federal level","1","0.11"
"It needs to happen in more places. Cannabis criminalization is a major way that POC have been funneled into prisons. ","1","0.11"
"It needs to happen soon","1","0.11"
"It should've been done years ago especially for people who used to get in legal trouble for possessing small amounts.","1","0.11"
"It should absolutely be 100% legal and our law makers need to educate themselves first then educate the public on the misinformation they have been receiving about cannabis for over a hundred years.","1","0.11"
"It should absolutely be legal.","1","0.11"
"It should absolutely be legalized.","1","0.11"
"it should be ","1","0.11"
"It should be able to be used normally ","1","0.11"
"It should be available in all the States for medical use.","1","0.11"
"It should be available to everyone. ","1","0.11"
"it should be completely federally legal.","1","0.11"
"It should be declassified so they can do study's ","1","0.11"
"It should be decriminalized and legal for recreational use just like alcohol is. Over 21 with valid id which can be used in any state at any dispensary.","1","0.11"
"It should be decriminalized so we can do more research in the United States. The most important is that vets should have total access to cannabis through the VA. Transplant patient should not be kicked off of the transplant list for using cannabis. ","1","0.11"
"It should be done to help more people and get eid of the stigma","1","0.11"
"It should be federally legal and alcohol should be outlawed. I'd rather have people driving stoned than drunk.","1","0.11"
"It should be federally legal with States voting on recreation. ","1","0.11"
"It should be Federally legal!","1","0.11"
"It should be federally legalized","1","0.11"
"It should be federally legalized.","1","0.11"
"It should be fully legal nation-wide.","1","0.11"
"it should be legal","1","0.11"
"It should be legal ","1","0.11"
"It should be legal across the country. ","1","0.11"
"It should be legal and covered by medical insurance.","1","0.11"
"It should be legal everywhere, especially for medical use.","1","0.11"
"It should be legal everywhere. It's not a drug the way the gov classifies it as. ","1","0.11"
"It should be legal federally","1","0.11"
"It should be legal federally.","1","0.11"
"It should be legal for adults to purchase and consume both for medical and recreational purposes.","1","0.11"
"It should be legal for anyone over 21","1","0.11"
"It should be legal for everyone ","1","0.11"
"It should be legal in all 50 states just like alcohol","1","0.11"
"It should be legal in all 50 states.","1","0.11"
"It should be legal in all states n countries ","1","0.11"
"It should be legal in every state. ","1","0.11"
"It should be legal nationally. It would bring prices down, slow down black market, decrease heroin use, and keep non criminal drug offenders out of jail. The cons are quite low","1","0.11"
"It should be legal nationwide, cannabis is way safer than booze or tobacco","1","0.11"
"It should be legal on a federal basis.","1","0.11"
"It should be legal on a federal level! ","1","0.11"
"It should be legal on a federal level. ","1","0.11"
"It should be legal so it can be regulated and people can know what they are consuming.","1","0.11"
"It should be legal to all","1","0.11"
"It should be legal to help consumers determine quality, efficacy, best price, and help reduce stigma ","1","0.11"
"It should be legal.","1","0.11"
"It should be legal.  It has health benefits.  We need more research.  It’s safer than alcohol.","1","0.11"
"It should be legal. It's ridiculous that a plant is illegal. ","1","0.11"
"It should be legal. It’s insane that it still isn’t. ","1","0.11"
"It should be legalized all states","1","0.11"
"It should be legalized at the federal level, so there are more opportunities to study it.","1","0.11"
"It should be legalized but not made available to minors","1","0.11"
"It should be legalized federally","1","0.11"
"It should be legalized for all purposes, medical, recreational etc. if it legal to grow, buy and sell parsley, cilantro and roses, so should cannabis.","1","0.11"
"It should be legalized in all states.  It helps for everything. There is a strain for everything. ","1","0.11"
"It should be legalized nationally","1","0.11"
"It should be legalized on a national basis so I can use a credit card to pay. ","1","0.11"
"It should be legalized on all levels especially for children who need the oils","1","0.11"
"It should be legalized without need of a medical card; especially considering that many who use 'recreationally' are using it medicinally without realizing it.  Based on studies of its safety, cannabis is a rather silly thing to prohibit.","1","0.11"
"It should be legalized.","1","0.11"
"It should be legalized. ","1","0.11"
"It should be legalized.  Adults should have the preference to smoke just as the have the preference to drink alcohol or not","1","0.11"
"It should be legalized. I can go to war or buy liquor which causes more harm than cannabis but I can't legally buy cannabis without a medical card...strange ","1","0.11"
"It should be legalized. I think that those who smoke now aren’t going to stop and those that don’t like it don’t need to start. It won’t change who smokes and who doesn’t its a personal choice. ","1","0.11"
"it should br as legal and easy to get as tabaco","1","0.11"
"It should have been done in 1937.","1","0.11"
"It should have been legal years ago","1","0.11"
"It should have been legalized for 1000 years.","1","0.11"
"It should have happened years ago.","1","0.11"
"it should have never been made illegal","1","0.11"
"It should never have been illegal","1","0.11"
"It should never have been illegal...","1","0.11"
"It should not be illegal","1","0.11"
"it should’ve happened when prohibition ended... lots of taxable money for the USA. hurry up and make it 100% legal to of age customers ","1","0.11"
"It slightly worries me that the patients will become less of a priority AND legalization is important to kill the stigma built up around cannabis. So mixed feelings. ","1","0.11"
"It took long enough ","1","0.11"
"It took to long to acomplish. Alcohol is legal and it KILLS, mary doesnt hurt anyone.","1","0.11"
"It was great that the ""will of the voters"" was enacted, but the legislation itself, ie. the codes and regulations are extensive and seem to be an effort on behalf of timid legislators to dissuade against recreational use. Communication from the state needs to increase. Most people do not know about the Economic Equity Program - how are you going to attract those people if they do not even know about it? Otherwise, your attempt at progression is futile. Also, advertising the differences between medical and recreational marijuana will be crucial. Other states have seen patterns of medical users turning their reliance solely to recreational dispensaries due to an ease of convenience - but is the weed the same? The benefits of legalization will be realized in time and I wonder in 15 years if legislators will look back and wonder why they didn't allow the ball to get rolling faster...maybe the other issues plaguing the state could've been solved via a tangential relationship we don't even understand yet.","1","0.11"
"It will be life changing for the better","1","0.11"
"It will expose more people to medical benefits of cannabis","1","0.11"
"It will help more than harm.","1","0.11"
"It will help the world","1","0.11"
"It would create more jobs and it will help people that need it","1","0.11"
"It’s about time! It’s a plant not the devils lettutce ;)","1","0.11"
"It’s About Time!!","1","0.11"
"It’s about time.","1","0.11"
"It’s about time. ","1","0.11"
"It’s about time. The stigma screwed up my life. I’m glad that I am not alone.","1","0.11"
"It’s beautiful","1","0.11"
"It’s good I guess but regardless I’m still buying off the street cause I get the same quality for a third of the price ","1","0.11"
"It’s great","1","0.11"
"It’s great ","1","0.11"
"It’s long overdue. ","1","0.11"
"It’s overdue. We have people dying daily in our country from the use of opioids, it’s destroying communities and overwhelming medical resources with overdoses and peripheral issues from the use of heroin. I still wish workplace drug testing was figured out, cannibis users are discriminated against unfairly while alcohol drinkers are not. The harm caused by alcohol and opiate use vastly outweighs the harm caused by marijuana, and marijuana is already being enjoyed responsibly by many adults who love delivery pizza and late night hours at Taco Bell. ","1","0.11"
"it’s taking too long","1","0.11"
"It’s taking too long","1","0.11"
"It’s the same as alcohol. I don’t like to drink so MJ is a great medicine for me. It makes me sad that people think you’re a drug addict if you use MJ. The gov’t needs to legalize it! ","1","0.11"
"It’s time.","1","0.11"
"Its about time!","1","0.11"
"Its about time.","1","0.11"
"Its been a real shit show. It doesn't feel legal so much as regulated to death. Too many regulations regarding how lawmakers are going to make money off of all of this. Not enough regulations protecting consumers.","1","0.11"
"its been way too long of a wait","1","0.11"
"Its good","1","0.11"
"its great","1","0.11"
"its great! I wish more people would be open to the idea because its helped me so much","1","0.11"
"Its great!!!","1","0.11"
"Its great. Just wish shops were open.","1","0.11"
"Its great. We need to not involve it in drug testing for jobs. Just put a rule saying you can't smoke on job property","1","0.11"
"Its long past due","1","0.11"
"its over due , people are dying hurry up","1","0.11"
"Its safer than alcohol and tobacco ","1","0.11"
"its safer than alcohol. it should be legalized and regulated nationwide.","1","0.11"
"Just do it already and ya e this country stop dragging there feet ","1","0.11"
"Just do it,it will be legal nationally soon enough","1","0.11"
"Keep the medical in medical MJ","1","0.11"
"Land of the free, home of the brave.... Don't tell me what I can/can't put into my body. Who are you to say what medicine I can take?","1","0.11"
"Legalization is important to address the social justice issues that affect minority populations and youth, reduce income and influence of illegal drug traffickers, increase tax income","1","0.11"
"Legalization is long overdue ","1","0.11"
"Legalization is only needed for research/ education, access, and stigma removal. The latter being the most important issue we all face.","1","0.11"
"Legalization of cannabis seems to be common sense.","1","0.11"
"Legalization should be across the board.","1","0.11"
"LEGALIZE ALL DRUGS  SAFE SPACES FOR ACCESS  REGULATIONS FOR DRUGS    ALSO WHY THE HECK ARE THESE DISPENSARIES HIRING PEOPLE TO WORK AT MINIMUM WAGE?!?! THAT IN ITSELF SHOULD BE ILLEGAL, THESE PEOPLE ARE PROFITING BIG TIME ON A SYSTEM THAT WAS ONLY CRIMINALIZED TO IMPRISON BLACK PEOPLE. THE OWNERS OF THESE DISPENSARIES SHOULD HIRE PEOPLE OF COLOR, SHOULD ADVOCATE FOR PRISONS TO RELEASE INMATES WHO ARE IN PRISON FOR NONBVIOLENT CRIMES.    PAY YOUR EMPLOYEES A LIVING WAGE  GIVE MONEY TO THE COMMUNITY WHO YOU ARE PROFITING OFF OF     ","1","0.11"
"Legalize and regulate like alcohol or Pharmaceuticals","1","0.11"
"Legalize and tax.","1","0.11"
"Legalize Cannabis in every State in United States of America","1","0.11"
"Legalize cannabis, criminalize alcohol","1","0.11"
"legalize it ","1","0.11"
"Legalize it along the lines of alcohol, tax free","1","0.11"
"Legalize it already ","1","0.11"
"LEGALIZE IT ALREADY. Like literally there is no reason it should be illegal, and I’m making it my life’s work and mission to have it legalized in every sense of the word. ","1","0.11"
"Legalize it and I will advertise it","1","0.11"
"legalize it and regulate it.","1","0.11"
"LEGALIZE IT AND SAVE LIVES","1","0.11"
"Legalize it everywhere.","1","0.11"
"Legalize it federally ","1","0.11"
"Legalize it nationwide!","1","0.11"
"Legalize it to help patients in need get access to the medicinal value it provides. Also price reduction to help all afford the medicine. ","1","0.11"
"Legalize it!","1","0.11"
"Legalize it! It’s medicine. Also, it’s a plant.","1","0.11"
"Legalize it! Its safer than Alcohol.","1","0.11"
"Legalize it, don't criticize it!","1","0.11"
"Legalize it, yeah.","1","0.11"
"Legalize it.  Stop special interests!","1","0.11"
"Legalize it..lower the taxes on it","1","0.11"
"Legalize nationally.  I think alcohol is the dangerous drug.  The war on drugs should focus on the suppliers of Heroin,Fentanyl and oral narcotics.  Stop the insurge of killer drugs.  The opioid crisis is not due to Doctors.  Oxycodone has been around for a long time as Percocet and Percodan.  Oxyir and OxyContin came into play because Morphine had become so stigmatized.  Putting heroin addicts on methadone is asinine.  Medical Marajuana advocates need accolades.  I have never seen anyone overdose on marajuana.  My husband has always said they should pipe it into the prisons to calm down the inmates !","1","0.11"
"Let's get stores open!","1","0.11"
"Let’s do it!","1","0.11"
"Let’s move forward and get the legal red tape completed ! There are less problems with this than alcohol and as with anything some people will use responsibly and others won’t .","1","0.11"
"LETS DO IT! More customers/user means more resources, data, money, and will blaze the trail for widespread destigmatization and national legalization.","1","0.11"
"lets make it happen","1","0.11"
"Long awaited, overly suppressed by the alcohol/opiate industry lobbies for too long.","1","0.11"
"Long over due ","1","0.11"
"Long overdue ","1","0.11"
"Long overdue at the state and federal level. The hypocrisy of federal prohibition is shocking. People who fear cannabis have bought into 80 years of propaganda and disinformation and I look forward to the day when people look back at prohibition and chuckle at how foolish the prior generations were over a plant that can't kill anyone.","1","0.11"
"Long overdue!","1","0.11"
"Long overdue, and inevitable provided the Federal government does not interfere","1","0.11"
"Long overdue.","1","0.11"
"Long overdue. I never used it before I became sick but I see now that it is harmless and overblown. I would rather see people relax with cannabis than alcohol. ","1","0.11"
"Long overdue. Implementing well","1","0.11"
"Long overdue. Still heavily over regulated. Why do I have to have my drivers license and Id scanned when I walk in the door of the dispensary instead of when I make a purchase? Why is the state considering a breathalyzer test when they know it doesn't prove anything?","1","0.11"
"Look forward to seeing the industry develop in Massachusetts.  Cannabis is less harmful than alcohol or prescription drugs, hopefully more and more people will get access to it.","1","0.11"
"Love","1","0.11"
"Love it ","1","0.11"
"Love it  ","1","0.11"
"Love it its about time ","1","0.11"
"Love it!!!!","1","0.11"
"Love it...about time","1","0.11"
"Make it Federally legal so I can Vape in/near my home","1","0.11"
"Make it free for all to use. ","1","0.11"
"Make it Legal","1","0.11"
"Make it pervasive and safe ","1","0.11"
"Making cannabis illegal in the first place was stupid and, in the United States, was never constitutional.","1","0.11"
"Many people are afraid of the stigma behind the card. The more people that have safe access, the better. ","1","0.11"
"Mixed feelings ","1","0.11"
"More action towards creating spaces for cannabis users to consume","1","0.11"
"Moving in the positive direction","1","0.11"
"My only apprehension is that the pharma, tobacco, and alcohol companies will become extremely influential in legalized cannabis and turn it into something extremely caustic, addicting, and harmful. ","1","0.11"
"My quality of life is much better. ","1","0.11"
"N/a","1","0.11"
"Na","1","0.11"
"Necessary, and should support Black-owned marijuana businesses","1","0.11"
"need nation wide legalization","1","0.11"
"Need to have more variety of products at ALL dispensaries","1","0.11"
"Needed","1","0.11"
"Needs more science and legalization helps that","1","0.11"
"Needs to be Federally Legal","1","0.11"
"needs to be federally regulated to allow medical testing, which will help determine policy","1","0.11"
"Needs to be legalized and made so people who hold special licenses (i.e. nursing, CDL) can benefit from it as well as anyone else else without worrying they will lose their job ","1","0.11"
"Needs to happen","1","0.11"
"Needs to happen federally so everyone can be consuming country wide and stress free! Also so we can expand on variety on the east coast like the west coast experiences. ","1","0.11"
"Needs to happen on a national scale!","1","0.11"
"needs to happen sooner than later!","1","0.11"
"Never too late. ","1","0.11"
"No brainer! Just make it legal in all states but keep it regulated.","1","0.11"
"No more dangerous then alcohol always going to be someone who abuse'sthe right to smoke just like drinking to much","1","0.11"
"No question but the is a long time stigma that keeps arising that is misunderstood ","1","0.11"
"No thoughts.","1","0.11"
"None","1","0.11"
"Not at all happy with the roll out. I am in favor of forcing the ccc to review all host agreements and fixing illegal ones. I’m ok for it to be delayed even more to get it right. Medical must stay protected. Medical is crucial for our kids and seniors who don’t have access to care givers. Doesn’t feel legal when I can’t smoke in public and have to feel like a criminal all the time. ","1","0.11"
"not fast enough","1","0.11"
"not soon enough","1","0.11"
"Not sure it’s really legal. There is a lot of conflicting events I have observed. The federal government claims that cannabis has no medicinal value yet there have been several patents issued for cannabis as medicine. Citizens are being denied the truth about this powerful medical and wellness plant. ","1","0.11"
"Not sure. I was always for it until it happens. I feel it may ruin a good thing due to shitty people that don’t give a shit and do as they want rather than obey the laws which in turn will make the whole cannabis society look bad when in general it’s only a handful of people. I think it’s fine the way it has been to be honest ","1","0.11"
"Nothing but a positive experience for me, hope the lawmakers stop dragging their feet tho.","1","0.11"
"Ok","1","0.11"
"ok about it. It's hard to regulate because Dr.'s will give you whatever you want if you can pay$$.  ","1","0.11"
"ok with it","1","0.11"
"On the fence. I see both sides of the coin. Medically-speaking, fear of Big Pharma ruining a good thing. Recreationally speaking, fear of a big company ruining the integrity of a quality product like Big Tabacco did.","1","0.11"
"One should not use while driving or using machinery that could harm themselves or others. ","1","0.11"
"Only adult use unless medically needed under a physicians care for any child. ","1","0.11"
"Optimistic but implimentation seems to be taking longer than expected","1","0.11"
"Overdue ","1","0.11"
"Overdue with robust regulations. If we want to keep cannabis away from CHILDREN, not necessarily teens, why make candy with cannabis? If kids can eat laundry pods they would definitely eat misplaced, brightly colored, candy.","1","0.11"
"Overdue.","1","0.11"
"Peace ","1","0.11"
"Perfect, as a user of 30+ years legalization of medical cannabis has aided me tremendously ","1","0.11"
"Please legalize and stop sending people to jail. TY","1","0.11"
"Please legalize People get drunk every day no one cares someone smokes a joint and it’s a horrible thing to do in the 70s you watch Darren Stevens come home and have you double martinis to calm his day imagine if you smoked a joint at the end of a hard day there should not be a difference","1","0.11"
"Positive- it should be legal nationwide!","1","0.11"
"positive but I would like it to come with reparations from those arrested / jailed / fined for cannabis-related crimes so far, or at least discussion of the double-standards related to who is profiting from legalization","1","0.11"
"Positive but with strict controls and oversight","1","0.11"
"Positive just wish there was easier access ","1","0.11"
"Positive. ","1","0.11"
"Pro cannabis ","1","0.11"
"pro legalization","1","0.11"
"Pro legalization ","1","0.11"
"Pro legalization.  ","1","0.11"
"Pro recreational use.","1","0.11"
"Pro! Amazing benefits and if remaining organic, non gmo etc it is a primary choice for me. ","1","0.11"
"Pro, more education on medical vs recreational though and therapeutic limits vs getting stoned ","1","0.11"
"Recreational legal cannabis is appropriate. Medical should remain a separate category, to allow regulations that increase access to cannabis products for disabled and low income people. Higher plant allowances for patients growing, continuous supply at dispensaries, paying no tax, discounts for those on Medicare, Medicaid, or other financial assistances are all appropriate. The certification and card system for medical should be free; subsidized by the taxes on recreational cannabis.","1","0.11"
"Recreational use should be legal nation wide","1","0.11"
"Regardless of its medical uses, being anti pot is being pro cartel, end of story. ","1","0.11"
"Safety of users in workplace and hazardous situations","1","0.11"
"Should've never been illegal  Happy about the progress","1","0.11"
"should be","1","0.11"
"Should be completely legal","1","0.11"
"Should be federally legal","1","0.11"
"Should be fully legal and taxed for 21+ age","1","0.11"
"Should be lagal","1","0.11"
"Should be legal ","1","0.11"
"should be legal  ","1","0.11"
"Should be legal / regulated *almost* like alcohol","1","0.11"
"Should be legal across all states; especially for travel with medical products","1","0.11"
"should be legal across the board and on a federal level","1","0.11"
"Should be legal and insurance should pay for it like any medicine.","1","0.11"
"Should be legal and NOT regulated. It should be treated like tomatoes. ","1","0.11"
"Should be legal federally.","1","0.11"
"Should be legal for medical use","1","0.11"
"Should be legal for medical use everywhere in this country. ","1","0.11"
"Should be legal in every state for medical use,and should be taken off as a schedule 1 drug.so research can be done On the effects of cannabis.if states pass it for recreational use it should be honored federally.","1","0.11"
"Should be legal nationwide for adults","1","0.11"
"Should be legal to grow and buy","1","0.11"
"Should be legal.","1","0.11"
"should be legalized","1","0.11"
"Should be legalized","1","0.11"
"Should be legalized ","1","0.11"
"Should be legalized and taxed just like liquor","1","0.11"
"Should be legalized, over 21. ","1","0.11"
"Should be more accessible like alcohol. Too expensive for many low to no income individuals needing it medically. Should be covered by insurance","1","0.11"
"Should be period. Booze is much worse on ones body","1","0.11"
"Should happen ASAP","1","0.11"
"Should have always been","1","0.11"
"Should have been done along time ago, less pills! ","1","0.11"
"Should have been done decades ago","1","0.11"
"Should have been done years ago","1","0.11"
"Should have been done years ago in Massachusetts is behind the curve so far I feel","1","0.11"
"should have been legalized a long time ago.  ","1","0.11"
"should have been years ago","1","0.11"
"Should have happened years ago.","1","0.11"
"Should have never been illegal ","1","0.11"
"Should have never been made ILLEGAL in the 1st place!","1","0.11"
"Should never have been illegal. It's a plant","1","0.11"
"Should never have been prohibited in the first place and is one of the largest rackets in this country's history ","1","0.11"
"Should of been done a long time ago.","1","0.11"
"Should of done it awhile ago ","1","0.11"
"So happy! Will be happier when federal legalization happens, when folks in jail on marijuana charges get set free, and when canna-businesses can use banks.","1","0.11"
"So happy. It should have never been prohibited. It is a very good medicine.","1","0.11"
"So/so about adult use starting ","1","0.11"
"Society should provide a morning and an evening dose to all who ask for it. Free of charge if they cannot afford it.","1","0.11"
"Sometimes I feel in the years ahead that the use of marijuana now will cause great health problems like the tobacco industry did. All though it helps now with many health problems my concern is not knowing the future problems it may bring and what’s being hidden from the public in order to bring high sales in. I also feel that ALL health insurances should cover the use of medical marijuana as a medication. especially if medical marijuana in that particular state is legal.","1","0.11"
"Speed this up, and cut this regulation so it can be studied in a more academic setting,. ","1","0.11"
"Spread the love!","1","0.11"
"State is taking too long to process facilities for openings ","1","0.11"
"Strong advocate for country wide legalization.","1","0.11"
"Sucks. We need the Federal Government to remove it from a schedule 1 drug. We need local municipalities to stop the extortion of small business that want to start their cannabis business. Local municipalities need to understand that the PEOPLE HAVE VOTED and want cannabis. They need to stop letting the 3 or 4 people that do not want it, to halt all efforts to move forward.","1","0.11"
"Super important. Want to see more minority owned shops/partners. ","1","0.11"
"super pumped","1","0.11"
"Support full legalization at the federal level","1","0.11"
"Support it ","1","0.11"
"Support it. And definitely reschedule it.  But I can also understand why there’s a concern of driving under the influence. ","1","0.11"
"Surprised at how demonized cannabis remains.  The facts have been clear for decades yet politics and morality have inhibited the use of cannabis.  Fully support full legalization.","1","0.11"
"Thank God almighty, Free at last!  Free at last!!","1","0.11"
"Thank god! ","1","0.11"
"Thank God. It always made me feel better, and now I can get consistant quality, and not have to go underground, and support drug dealers.","1","0.11"
"Thank you, its long overdue.","1","0.11"
"That fact cannabis ever became illegal is disgusting.  This plant has saved so many lives. ","1","0.11"
"That the unintentional barriers that were put up in the legislation, that prohibits business from being created. first being in regards to community outreach. Before a business can be created they must go to the town and say how they will provide some type of community outreach by doing a service or some number of profits to this nonprofit organization. The cost of opening a cannabis business in MA is about $40,000 minimum. The cost than rise astronomically based on location testing cost for the rec. Or if you a potential cultivator it is maybe 45k total. When a normal small business costs 30k. (AARP) You than would need to ask a bank for a loan but none would give you the loans since they are still have to follow federal law. But than the town itself can charge a tax because you are growing, in addition to the state tax when you sell to a dispensary. So if all those criteria are met you than can maybe open up and you than need to get the towns approval by supporting a non-profit they like. It's not worth it to open up a business. So community outreach needs to be removed. This then is that even the labs that test for rec have to do this as well. ","1","0.11"
"The best thing to ever happen ","1","0.11"
"The civil right to possess and garden with cannabis is critical because the industry regulatory model is a disaster.  The State Legislature and Governor re-wrote the law we enacted, massively increasing taxes and fees and the regulatory burden.      Anyone should be able to grow and sell cannabis to anyone else.  Cannabis should be sold in local farm markets where I can meet with the farmer - this is my preferred way to purchase food as well.","1","0.11"
"The expense of tax on recreational products is a deterrent ","1","0.11"
"The fact that it is not legal for consumption is insulting to every law-abiding adult who wants to use this plant. It is becoming ever-increasingly known that hypocrisy, misinformation, and prejudice were the driving factors behind the illegality surrounding this simple, ancient plant. If we expect to give any credence to the idea that we are enlightened and learned, then we must allow full legalization to happen. The current state of cannabis laws in this country (i.e. the fact that it is still referred to a marijuana, a word chosen to feed racist viewpoints, in law books) are appalling and shameful. Additionally, that the CCC is refusing to allow the adult-use market to open is unacceptable. On top of it, they show clear bias to known companies who have questionable relationships to the Department of Public Health and other regulatory entities. The people of Massachusetts deserve better.","1","0.11"
"The growth in the industry is incredible and the benefits of cannabis seem endless. The revenue generated with the sale of cannabis can help the government and local schools, police and fire services and open more opiate rehabs. ","1","0.11"
"The MA law sucks. Cannabis should be federally deregulated and removed from the list of Schedule 1 drugs.","1","0.11"
"The tax is ridiculous ","1","0.11"
"The USA should fully legalize cannabis","1","0.11"
"The USA should help fund projects to assist families with education...via....Basic tools and classes teaching region appropriate life skills","1","0.11"
"There are no dispensaries that aren't medical","1","0.11"
"There government knew there is more money in keeping people sick. Now that people are learning that the government has been lying to us all these years about cannabis and it’s  phenomenal medicinal value . Well, it pisses me off at the government. ","1","0.11"
"There is nothing wrong with it","1","0.11"
"There should be no restrictions on home grows.","1","0.11"
"They are wasting time not doing it..","1","0.11"
"They should ","1","0.11"
"They should. ","1","0.11"
"Think is about damn time. ","1","0.11"
"Think it should be 100% legal. With access to both medical and recreational ","1","0.11"
"Think its great. ","1","0.11"
"This is still a controversial issue. I am for the legalization of cannabis. This plant has helped me to heal.","1","0.11"
"This Medicine has single handily changed my well-being. I’ve been able to come off of much more dangerous prescription medication opiates. Cannibis works better for all my symptoms and I have more energy and motivation. This should absolutely be legalized! I was skeptical and worried about stigma, but it is the best decision I have made to care for my medical disorder. I honestly would not have the progress I have made without it and other people should be allowed the chance to benefit from it as well. Complete game changer.","1","0.11"
"To each their own","1","0.11"
"Too little and far too late!","1","0.11"
