"q48","What are your general thoughts regarding the legalization of cannabis?","n =  554"
"Needs to happen, educate the masses and squashing stereotypes by bringing it out in the open. Will lessen alcohol consumption which has far more self control issues. Do what we can to educate the youth into not over consuming it if at all for the benefit from complete unalduterated brain development. ","1","0.18"
"Needs to happen.  Fully support legalization ","1","0.18"
"Never should have been criminalized.  People should be able to cultivate, possess and ingest cannabis with absolutely no interference or persecution.","1","0.18"
"Never should have been regulated in the first place. It is a political decision that had no criminal ties and should not be forbidden. The US government has no right to pick and choose what plants on this earth can be used by individuals. There are many more that cause ""the high"" but this one weed that made rope for our Navy seems to be of great interest to the government.  My eyes are wide open now and my government has let me and all citizens down by brainwashing us to think this weed is seriously bad and a human is bad for even thinking about it.   Seriously!!","1","0.18"
"Nixon should have left well enough alone this is BS","1","0.18"
"No brainer! Just make it legal in all states but keep it regulated.","1","0.18"
"No more dangerous then alcohol always going to be someone who abuse'sthe right to smoke just like drinking to much","1","0.18"
"No plant should be illegal","1","0.18"
"No question but the is a long time stigma that keeps arising that is misunderstood ","1","0.18"
"not fast enough","1","0.18"
"Not for recreational marijuana","1","0.18"
"not soon enough","1","0.18"
"of course it should be legal","1","0.18"
"Ok","1","0.18"
"ok about it. It's hard to regulate because Dr.'s will give you whatever you want if you can pay$$.  ","1","0.18"
"ok with it","1","0.18"
"One should not use while driving or using machinery that could harm themselves or others. ","1","0.18"
"Only adult use unless medically needed under a physicians care for any child. ","1","0.18"
"Only for medicinal purposes.","1","0.18"
"Only to allow me to grow my own","1","0.18"
"Overdue ","1","0.18"
"Overdue with robust regulations. If we want to keep cannabis away from CHILDREN, not necessarily teens, why make candy with cannabis? If kids can eat laundry pods they would definitely eat misplaced, brightly colored, candy.","1","0.18"
"Overdue.","1","0.18"
"Peace ","1","0.18"
"People would be a lot better off using cannabis rather than taking synthetic meds. ","1","0.18"
"Perfect, as a user of 30+ years legalization of medical cannabis has aided me tremendously ","1","0.18"
"Please do! Legislators need to get their heads out of their asses and see the benefits!","1","0.18"
"Please get it done!  ","1","0.18"
"Please legalize and stop sending people to jail. TY","1","0.18"
"Please legalize People get drunk every day no one cares someone smokes a joint and it’s a horrible thing to do in the 70s you watch Darren Stevens come home and have you double martinis to calm his day imagine if you smoked a joint at the end of a hard day there should not be a difference","1","0.18"
"positive ","1","0.18"
"Positive but with strict controls and oversight","1","0.18"
"Positive just wish there was easier access ","1","0.18"
"Positive. ","1","0.18"
"Prefer it to remain for medical use only.","1","0.18"
"Pro","1","0.18"
"PRO LEGALIZATION  (This is where I erase my diatribe on systemic racism, stigma, smooth jazz at the doctor's office and more old, white men trying to tell me what to do. I will also forego another soap box rant on the features and benefits of this amazing plant.)","1","0.18"
"Pro recreational use.","1","0.18"
"Public needs better education ","1","0.18"
"Recreational use should be legal nation wide","1","0.18"
"Research should be done.  Yes legalize.","1","0.18"
"right on brother","1","0.18"
"Should already be and may it be so for all sooner than later! ","1","0.18"
"should be","1","0.18"
"Should be absolutely ","1","0.18"
"Should be adult use legal nationally.","1","0.18"
"should be legal across the board and on a federal level","1","0.18"
"Should be legal and unrestricted... its a vegetable!","1","0.18"
"should be legal federally","1","0.18"
"Should be legal federally.","1","0.18"
"should be legal for adults with all of the same regulations as alcohol and warnings as prescription drugs","1","0.18"
"Should be legal for medical use","1","0.18"
"Should be legal for medical use everywhere in this country. ","1","0.18"
"Should be legal in every state for medical use,and should be taken off as a schedule 1 drug.so research can be done On the effects of cannabis.if states pass it for recreational use it should be honored federally.","1","0.18"
"Should be legal in the USA","1","0.18"
"Should be legal nationwide for adults","1","0.18"
"Should be legal to use/grow a plant. Medical use demonstrates that Cannabis should not be a Schedule 1 drug. Only because big Pharma would loose billions in revenue of not stigmatized as dangerous. Safer than OTC's, no one has died from overdose, better than pain pills.","1","0.18"
"Should be legal worldwide ","1","0.18"
"Should be legalizd","1","0.18"
"should be legalized","1","0.18"
"Should be legalized ","1","0.18"
"Should be legalized in all states for medical use.","1","0.18"
"Should be made completely legal as long as there is regulations in place for safe, clean, organic cannabis.","1","0.18"
"Should be rescheduled into Schedule V. ","1","0.18"
"Should have always been. ","1","0.18"
"Should have been done decades ago","1","0.18"
"Should have been done years ago. ","1","0.18"
"Should have been legal 50+ yrs ago","1","0.18"
"should have been years ago","1","0.18"
"Should have never been illegal ","1","0.18"
"Should never have been banned!","1","0.18"
"So happy. It should have never been prohibited. It is a very good medicine.","1","0.18"
"So/so about adult use starting ","1","0.18"
"Society should provide a morning and an evening dose to all who ask for it. Free of charge if they cannot afford it.","1","0.18"
"State with legal recreational cannabis have the best product options, better prices, better services and somewhat better understanding of symptom relief. Some have “sample” opportunities that can be helpful.","1","0.18"
"Still nervous about federal classification of cannabis.  This could be so much easier if there was no stigma of federal law enforcement intervention","1","0.18"
"Sucks. We need the Federal Government to remove it from a schedule 1 drug. We need local municipalities to stop the extortion of small business that want to start their cannabis business. Local municipalities need to understand that the PEOPLE HAVE VOTED and want cannabis. They need to stop letting the 3 or 4 people that do not want it, to halt all efforts to move forward.","1","0.18"
"Support legalization","1","0.18"
"Surprised at how demonized cannabis remains.  The facts have been clear for decades yet politics and morality have inhibited the use of cannabis.  Fully support full legalization.","1","0.18"
"Thank God almighty, Free at last!  Free at last!!","1","0.18"
"Thank God. It always made me feel better, and now I can get consistant quality, and not have to go underground, and support drug dealers.","1","0.18"
"The civil right to possess and garden with cannabis is critical because the industry regulatory model is a disaster.  The State Legislature and Governor re-wrote the law we enacted, massively increasing taxes and fees and the regulatory burden.      Anyone should be able to grow and sell cannabis to anyone else.  Cannabis should be sold in local farm markets where I can meet with the farmer - this is my preferred way to purchase food as well.","1","0.18"
"The devil is in the details of implementation of legalization.","1","0.18"
"The growth in the industry is incredible and the benefits of cannabis seem endless. The revenue generated with the sale of cannabis can help the government and local schools, police and fire services and open more opiate rehabs. ","1","0.18"
"There are mostly positive results of legalization. However, the cost of cannabis has risen so much that some medical users are not able to afford buying cannabis products. Also the small cannabis farmers are unable to sustain their livlihood since legalization.","1","0.18"
"There is no point in the illegality of something that one can grow anywhere. Cannabis should be legal by federal law, with state control of production and distribution. ","1","0.18"
"There is nothing wrong with it","1","0.18"
"There should be no restrictions on home grows.","1","0.18"
"They are wasting time not doing it..","1","0.18"
"They need to legalize totally. Make it simple, you have to be 21 in order to grow, buy, manufacture,any cannabis. Simple. Treat like alcohol. They need to subsidize the cost for the medical patients who can't afford. Just like ""legit"" drugs.","1","0.18"
"They should increase the amount of cannabis that a person should be able to grow legally so that you can reduce the price one spends at a dispensary ","1","0.18"
"This extraordinary plant should have always been and should always be legal and available, particularly as an alternative to opioids for pain.","1","0.18"
"Thumbs up","1","0.18"
"Too  Slow.taxes ridiculous ","1","0.18"
"Too little and far too late!","1","0.18"
"Too little, too late.  Cannabis prohibition should never have happened.  The damage to the public health has been incalculable.  Removing these vital nutrients from the public diet has led to increased incidence of cancer, diabetes, obesity, neurological and emotional problems, etc., as well as the abuse of cannabis by a misinformed populace.  Legalization will reverse one of the greatest crimes against humanity ever perpetrated (as further testing/studies will prove).","1","0.18"
"Too slow. ","1","0.18"
"totally for it","1","0.18"
"Two thumbs up","1","0.18"
"Unsure","1","0.18"
"Very good ","1","0.18"
"Very happy about it.","1","0.18"
"Very happy about it.  Can't believe it's taken this long","1","0.18"
"very happy that it is now legal in Mass.","1","0.18"
"very happy!","1","0.18"
"Very important. Everyone should have access","1","0.18"
"Very long overdue","1","0.18"
"Very pleased that has happened.","1","0.18"
"Very positive","1","0.18"
"Voted for it","1","0.18"
"Waited 20 years for this","1","0.18"
"Waited 46 years for this.  It will have many unforeseen benefits including reducing alcoholism, reducing vehicular mortality due to alcohol, and might help some with opiod abuse.","1","0.18"
"Way over do  Especially with the opiate crisis","1","0.18"
"Way over due, public opinion is being ignored, the majority of the population is in support of legalization.","1","0.18"
"way overdue","1","0.18"
"We deserve its medical benefits. ","1","0.18"
"What's taking so long?","1","0.18"
"Why has the greed which caused it to be forced to a crime/evil PLANT, still in government?","1","0.18"
"why not, at least could be revenue source (instead of ""black market"") ","1","0.18"
"Why should this plant be illegal?","1","0.18"
"would agree to legalization","1","0.18"
"Y not ","1","0.18"
"Yay","1","0.18"
"Yay!","1","0.18"
"yes ","1","0.18"
"Yes already","1","0.18"
"Yes it should be legal throughout the USA.","1","0.18"
"Yes pro legalisation. Should be universally available. ","1","0.18"
"Yes!","1","0.18"
"Yes, legalize it and keep it away from big pharma!","1","0.18"
"Yes, Please.","1","0.18"
