"q48","What are your general thoughts regarding the legalization of cannabis?","n =  820"
"It's about time, but regulatory efforts must be supported and enforced. I see it as akin to alcohol - and in some cases a replacement for alcohol - where limits must be respected and underage access strictly prevented.","1","0.12"
"It's about time, never should have been illegal.","1","0.12"
"It's about time. I think that it should be legal in all 50 states.","1","0.12"
"it's about time...","1","0.12"
"It's almost certainly a positive for society, but either way we'll now have access to enough information to find out for sure. ","1","0.12"
"It's been a long slow process...something needs to change and fast.","1","0.12"
"It's been a long time coming. Now let's make some real progress!","1","0.12"
"It's been here long bfor man it is a natural organic","1","0.12"
"It's been way too long!  Canada is ahead of the U.S. per usual","1","0.12"
"It's beneficial to people and the government's pocket as well.","1","0.12"
"It's great, about time and very effective. ","1","0.12"
"It's great, but everything revolves around money. ","1","0.12"
"It's great,and about time.","1","0.12"
"It's inevitable.","1","0.12"
"It's insane that cannabis is illegal. Prohibition is a terrible policy for almost anything, but especially something that is either benign or beneficial as cannabis is. Legalization needs to happen so that innocent people stop being punished and so that use of a relatively harmless substance stops being a way for private prisons to profit off of what is essentially slave labor.     Not to mention giant pharmaceutical companies pushing meds, opioid epidemic destroying communities and fammilies, alcohol abuse affecting quality of life/public safety, etc. The list goes on forever and I'm sure you've heard it all.     Bottom line, cannabis should never have been outlawed and the fact that it can't even be studied is a travesty. ","1","0.12"
"It's legal in my state and I am grateful ","1","0.12"
"It's moving too slow, but it's generally good to legalize it","1","0.12"
"It's much needed and over due","1","0.12"
"It's necessary for many reasons.","1","0.12"
"It's not legalization, it's only taxation","1","0.12"
"It's ridiculous it's still not legal everywhere, especially given the prevalence of alcohol","1","0.12"
"It's silly that its still a battle.  This should be legal and way less of a big deal.","1","0.12"
"It's stupid not to. It removes the social problems of drug dealers violent crime and is wildly profitable for states that tax the product. ","1","0.12"
"It absolutely must be legalized.","1","0.12"
"It can't happen quicker! I was an alcoholic. If I had tried cannabis I wouldn't have been. The last decade of my life would have been better! And now I'm using it to try to save my life. The irony","1","0.12"
"It couldn't happen soon enough.  But, Medicinal  Cannabis has to be given priority over the lucrative recreational use of cannabis, which seems to be where the emphasis has been so far — follow the money!","1","0.12"
"It definitely should be legal","1","0.12"
"It has been a long time coming and much needed in comparison to other OTC/street pharmaceuticals ","1","0.12"
"It has been an absolute travesty that such a beneficial plant has been so unjustly demonized by our government. The American Public deserves an official government apology and correction for the ""fake news"" that they have created and diseminated since 1937. Cannabis should be immediately re-scheduled, studied for its yet to to be fully determined benefits and legalized for consumption for anyone over the age of 21.  ","1","0.12"
"It has helped me drop numerous medications that were prescribed to me, since using cannabis I have stopped a life long battle with biting my finger nails. I am no longer a slave to prescription medication.","1","0.12"
"It has helped my life tremendously ","1","0.12"
"It holds many medicinal properties. This should have been done long ago.","1","0.12"
"It is 100% necessary to legalize cannabis, destigmatize it, and stop arresting brown and black people for cannabis and allow them to participate and have a voice in the industry. ","1","0.12"
"It is a good thing. ","1","0.12"
"It is a priority for me when voting. Though I personally benefit, it’s more important for me as an equality/race issue because minorities are being unfairly targeted for use etc and that must be stopped. ","1","0.12"
"it is a wonderful medical medicine ,best I have","1","0.12"
"It is about time, alchohal is far more dangerous. This should never have happened, we have wasted Billions of dollars fighting a battle on drugs, that failed misreavly. All the while creating a true drug problem legally in America through big pharma.thousands have died and gone to jail over marijuana and the truth is it should have been legal and a priority med over opiates and all other drugs. This should be addressed and made right asap.","1","0.12"
"It is essential to provide access for a multitude of reasons, especially medical. I most likely wouldn't have been kicked out of high school for possession of a quarter gram. Legalization will hopefully reduce stigma and redirect law enforcement efforts to more important issues.","1","0.12"
"It is extremely important to me that all states legalize medicinal use of cannabis.","1","0.12"
"It is long overdue","1","0.12"
"It is long overdue and alarmingly slow in it's realization, with misinformation and minimal transparency that feels very wrong considering the vast majority of the people in this state are fully in favor of recreational use","1","0.12"
"It is overdue ","1","0.12"
"It is safer and ""healthier"" than liquor. ","1","0.12"
"It is the sense able, prudent path for us.","1","0.12"
"It is way overdue","1","0.12"
"It is way overdue, although I am concerned about the availability and consistency of medical cannabis when it rec becomes available. ","1","0.12"
"It is wonderful!","1","0.12"
"It just needs to be re scheduled at the federal level. ","1","0.12"
"It needs to be available to those who need it most ","1","0.12"
"it needs to be done ASAP","1","0.12"
"It needs to be federally legalized. ","1","0.12"
"It needs to be legal but I am hearing that full legalization is decreasing the perceived need for medical research, so that needs to be corrected. Need more research on medical usage.","1","0.12"
"It needs to be legal if only to prevent unjust prison sentences","1","0.12"
"It needs to be legalized and accessible to all that need it.","1","0.12"
"it needs to be legalized and legitimized as a real therapeutic product","1","0.12"
"It needs to be legalized at the Federal level. I have found excellent pain relief from the products I use, as have others I know who have chronic pain/fibromyalga/arthritis. It should be legal for those over 18 years old. I am 70 years old.","1","0.12"
"It needs to be legalized everywhere so the quality can continue to rise, while the cost drops. Its important to know what I am smoking is safe and has been tested. ","1","0.12"
"It needs to be legalized on a federal level","1","0.12"
"It needs to be regulated and a tax benefit for society but i am in favour","1","0.12"
"It needs to happen soon","1","0.12"
"It never should have been illegal in the first place. ","1","0.12"
"It saved my life. I dislike the stoner box I am put in from society but that's a small price to pay for a miracle medication. ","1","0.12"
"It should've been done years ago especially for people who used to get in legal trouble for possessing small amounts.","1","0.12"
"It should absolutely be 100% legal and our law makers need to educate themselves first then educate the public on the misinformation they have been receiving about cannabis for over a hundred years.","1","0.12"
"It should absolutely be legal.","1","0.12"
"It should absolutely be legalized.","1","0.12"
"it should be ","1","0.12"
"It should be able to be used normally ","1","0.12"
"It should be available in all the States for medical use.","1","0.12"
"It should be available to everyone. ","1","0.12"
"It should be decriminalized and legal for recreational use just like alcohol is. Over 21 with valid id which can be used in any state at any dispensary.","1","0.12"
"It should be done to help more people and get eid of the stigma","1","0.12"
"It should be federally legal with States voting on recreation. ","1","0.12"
"It should be federally legalized","1","0.12"
"It should be Federally legalized for medical & recreational use for adults 18+.  DWI rules should apply and for medical patients drug testing is not a reason to lose a job as long as you are a good employee.","1","0.12"
"It should be federally legalized.","1","0.12"
"It should be legal ","1","0.12"
"it should be legal & free","1","0.12"
"It should be legal across the country. ","1","0.12"
"It should be legal and covered by medical insurance.","1","0.12"
"It should be legal both medically and recreationally throughout the USA ","1","0.12"
"It should be legal everywhere, especially for medical use.","1","0.12"
"It should be legal everywhere, it's the safest drug, period. ","1","0.12"
"It should be legal everywhere. It's not a drug the way the gov classifies it as. ","1","0.12"
"It should be legal federally","1","0.12"
"It should be legal federally.","1","0.12"
"It should be legal federally. ","1","0.12"
"It should be legal for adults to purchase and consume both for medical and recreational purposes.","1","0.12"
"It should be legal for anyone over 21","1","0.12"
"It should be legal for everyone ","1","0.12"
"It should be legal in all 50 states just like alcohol","1","0.12"
"It should be legal in all 50 states.","1","0.12"
"It should be legal in all states n countries ","1","0.12"
"It should be legal in all states. Federal govt should lift any sanctions and let each state handle cannabis as they see fit. Mandatory testing labs in each state and ease of banking both patients and cultivators. ","1","0.12"
"It should be legal nationally. It would bring prices down, slow down black market, decrease heroin use, and keep non criminal drug offenders out of jail. The cons are quite low","1","0.12"
"It should be legal nationwide, cannabis is way safer than booze or tobacco","1","0.12"
"It should be legal on a federal basis.","1","0.12"
"It should be legal on a federal level! ","1","0.12"
"It should be legal on a federal level. ","1","0.12"
"It should be legal so it can be regulated and people can know what they are consuming.","1","0.12"
"It should be legal to all","1","0.12"
"It should be legal to help consumers determine quality, efficacy, best price, and help reduce stigma ","1","0.12"
"It should be legal.","1","0.12"
"It should be legal.  It has health benefits.  We need more research.  It’s safer than alcohol.","1","0.12"
"It should be legal. Colorado seems to have a good approach.","1","0.12"
"It should be legal. It's ridiculous that a plant is illegal. ","1","0.12"
"It should be legal. It’s insane that it still isn’t. ","1","0.12"
"It should be legalized","1","0.12"
"It should be legalized all states","1","0.12"
"It should be legalized at the federal level, so there are more opportunities to study it.","1","0.12"
"It should be legalized everywhere. ","1","0.12"
"It should be legalized for all purposes, medical, recreational etc. if it legal to grow, buy and sell parsley, cilantro and roses, so should cannabis.","1","0.12"
"It should be legalized in all states.  It helps for everything. There is a strain for everything. ","1","0.12"
"It should be legalized nationally","1","0.12"
"It should be legalized on a national basis so I can use a credit card to pay. ","1","0.12"
"It should be legalized on all levels especially for children who need the oils","1","0.12"
"It should be legalized without need of a medical card; especially considering that many who use 'recreationally' are using it medicinally without realizing it.  Based on studies of its safety, cannabis is a rather silly thing to prohibit.","1","0.12"
"It should be legalized.","1","0.12"
"It should be legalized. ","1","0.12"
"It should be legalized. I can go to war or buy liquor which causes more harm than cannabis but I can't legally buy cannabis without a medical card...strange ","1","0.12"
"It should be legalized. I think that those who smoke now aren’t going to stop and those that don’t like it don’t need to start. It won’t change who smokes and who doesn’t its a personal choice. ","1","0.12"
"It should be medical only! There needs to be more research.","1","0.12"
"It should be medically legal for everyone as a supplement - but, the government should NOT be involved. I believe we should be able to grow it in our back yards if we so choose and fear only rabbits raiding our yards, not our government.  I do have concerns about legalizing recreationally across the board as college age will abuse and not treat responsibly - and, mix with alcohol and other opiates etc - which of course if cannabis is in their system, cannabis is the terrible problem child according to ""authorities"" ","1","0.12"
"it should br as legal and easy to get as tabaco","1","0.12"
"It should have been legal years ago","1","0.12"
"It should have happened years ago.","1","0.12"
"It should never have been demonized and should now be totally legalized. Outlawing it created generations of ""criminals"" for no good reason.","1","0.12"
"It should never have been illegal","1","0.12"
"It should not be illegal","1","0.12"
"It should of been done years ago","1","0.12"
"it should’ve happened when prohibition ended... lots of taxable money for the USA. hurry up and make it 100% legal to of age customers ","1","0.12"
"It slightly worries me that the patients will become less of a priority AND legalization is important to kill the stigma built up around cannabis. So mixed feelings. ","1","0.12"
"It took to long to acomplish. Alcohol is legal and it KILLS, mary doesnt hurt anyone.","1","0.12"
"It will be life changing for the better","1","0.12"
"It will expose more people to medical benefits of cannabis","1","0.12"
"It will help more than harm.","1","0.12"
"It will help the world","1","0.12"
"It would create more jobs and it will help people that need it","1","0.12"
"It’s a plant. Regulated it like tomatoe plants. ","1","0.12"
"It’s about time! It’s a plant not the devils lettutce ;)","1","0.12"
"It’s About Time!!","1","0.12"
"It’s about time.","1","0.12"
"It’s about time. ","1","0.12"
"It’s about time. The stigma screwed up my life. I’m glad that I am not alone.","1","0.12"
"It’s great","1","0.12"
"It’s great ","1","0.12"
"It’s long overdue. ","1","0.12"
"It’s past due. Safer than alcohol. ","1","0.12"
"it’s taking too long","1","0.12"
"It’s taking too long","1","0.12"
"It’s the same as alcohol. I don’t like to drink so MJ is a great medicine for me. It makes me sad that people think you’re a drug addict if you use MJ. The gov’t needs to legalize it! ","1","0.12"
"It’s time.","1","0.12"
"Its about time!","1","0.12"
"Its about time.","1","0.12"
"Its been a real shit show. It doesn't feel legal so much as regulated to death. Too many regulations regarding how lawmakers are going to make money off of all of this. Not enough regulations protecting consumers.","1","0.12"
"Its good","1","0.12"
"its great","1","0.12"
"Its great. Just wish shops were open.","1","0.12"
"Its great. We need to not involve it in drug testing for jobs. Just put a rule saying you can't smoke on job property","1","0.12"
"Its safer than alcohol and tobacco ","1","0.12"
"its safer than alcohol. it should be legalized and regulated nationwide.","1","0.12"
"jailing pot smokers is a waste of my tax payer dollars.","1","0.12"
"Just do it already and ya e this country stop dragging there feet ","1","0.12"
"Land of the free, home of the brave.... Don't tell me what I can/can't put into my body. Who are you to say what medicine I can take?","1","0.12"
"legal like alcohol in the country","1","0.12"
"Legalization should be across the board.","1","0.12"
"Legalization should ensure that patients aren't used as targets of law enforcement.  Patients tend to have a lot of cannabinoids in their system at any given time of day. ","1","0.12"
"Legalize ","1","0.12"
"Legalize and take off schedule 1 drug list","1","0.12"
"Legalize cannabis","1","0.12"
"Legalize Cannabis in every State in United States of America","1","0.12"
"legalize it","1","0.12"
"legalize it ","1","0.12"
"Legalize it ","1","0.12"
"Legalize it along the lines of alcohol, tax free","1","0.12"
"LEGALIZE IT ALREADY. Like literally there is no reason it should be illegal, and I’m making it my life’s work and mission to have it legalized in every sense of the word. ","1","0.12"
"Legalize it and I will advertise it","1","0.12"
"legalize it and regulate it.","1","0.12"
"Legalize it everywhere it’s better than taking meds","1","0.12"
"Legalize it federally ","1","0.12"
"Legalize it nationwide!","1","0.12"
"Legalize it nationwide, reschedule/deschedule","1","0.12"
"Legalize it to help patients in need get access to the medicinal value it provides. Also price reduction to help all afford the medicine. ","1","0.12"
"Legalize it!","1","0.12"
"Legalize it! It’s medicine. Also, it’s a plant.","1","0.12"
"Legalize it! Its safer than Alcohol.","1","0.12"
"LEGALIZE IT!!! Research it and tax it Also regulate it so people know exactly what they are getting.","1","0.12"
"Legalize it, don't criticize it!","1","0.12"
"Legalize it.  Stop special interests!","1","0.12"
"Legalize it..lower the taxes on it","1","0.12"
"Legalize nationally.  I think alcohol is the dangerous drug.  The war on drugs should focus on the suppliers of Heroin,Fentanyl and oral narcotics.  Stop the insurge of killer drugs.  The opioid crisis is not due to Doctors.  Oxycodone has been around for a long time as Percocet and Percodan.  Oxyir and OxyContin came into play because Morphine had become so stigmatized.  Putting heroin addicts on methadone is asinine.  Medical Marajuana advocates need accolades.  I have never seen anyone overdose on marajuana.  My husband has always said they should pipe it into the prisons to calm down the inmates !","1","0.12"
"legalize!","1","0.12"
"Legalize; it's absolutely absurd alcohol is legal and cannabis is not.","1","0.12"
"Let’s do it!","1","0.12"
"LETS DO IT! More customers/user means more resources, data, money, and will blaze the trail for widespread destigmatization and national legalization.","1","0.12"
"lets make it happen","1","0.12"
"Ljssjs","1","0.12"
"Long awaited, overly suppressed by the alcohol/opiate industry lobbies for too long.","1","0.12"
"Long over due ","1","0.12"
"Long overdue ","1","0.12"
"Long overdue!","1","0.12"
"Long overdue, and inevitable provided the Federal government does not interfere","1","0.12"
"Long overdue. I never used it before I became sick but I see now that it is harmless and overblown. I would rather see people relax with cannabis than alcohol. ","1","0.12"
"Long overdue. Implementing well","1","0.12"
"Long overdue. Still heavily over regulated. Why do I have to have my drivers license and Id scanned when I walk in the door of the dispensary instead of when I make a purchase? Why is the state considering a breathalyzer test when they know it doesn't prove anything?","1","0.12"
"Love it ","1","0.12"
"Love it  ","1","0.12"
"Love it its about time ","1","0.12"
"Love it!!!!","1","0.12"
"Love it...about time","1","0.12"
"Make it Federally legal so I can Vape in/near my home","1","0.12"
"Make it free for all to use. ","1","0.12"
"make it legal","1","0.12"
"make it legal through the US","1","0.12"
"Make it pervasive and safe ","1","0.12"
"Making cannabis illegal in the first place was stupid and, in the United States, was never constitutional.","1","0.12"
"Many people are afraid of the stigma behind the card. The more people that have safe access, the better. ","1","0.12"
"Medical cannabis should be legal in 50 states.","1","0.12"
"Mixed feelings ","1","0.12"
"Moving in the positive direction","1","0.12"
"My only apprehension is that the pharma, tobacco, and alcohol companies will become extremely influential in legalized cannabis and turn it into something extremely caustic, addicting, and harmful. ","1","0.12"
"My quality of life is much better. ","1","0.12"
"N/a","1","0.12"
"Na","1","0.12"
"Need infrastructure-keep the medical programs intact and safe.  ","1","0.12"
"Need to have more variety of products at ALL dispensaries","1","0.12"
"Needed","1","0.12"
"Needs to be","1","0.12"
"Needs to be Federally Legal","1","0.12"
"needs to be federally regulated to allow medical testing, which will help determine policy","1","0.12"
"Needs to be legalized and made so people who hold special licenses (i.e. nursing, CDL) can benefit from it as well as anyone else else without worrying they will lose their job ","1","0.12"
"Needs to happen","1","0.12"
"Needs to happen federally so everyone can be consuming country wide and stress free! Also so we can expand on variety on the east coast like the west coast experiences. ","1","0.12"
"needs to happen sooner than later!","1","0.12"
"Needs to happen, educate the masses and squashing stereotypes by bringing it out in the open. Will lessen alcohol consumption which has far more self control issues. Do what we can to educate the youth into not over consuming it if at all for the benefit from complete unalduterated brain development. ","1","0.12"
"No more dangerous then alcohol always going to be someone who abuse'sthe right to smoke just like drinking to much","1","0.12"
"No question but the is a long time stigma that keeps arising that is misunderstood ","1","0.12"
"No thoughts.","1","0.12"
"None","1","0.12"
"Not for recreational marijuana","1","0.12"
"Not sure it’s really legal. There is a lot of conflicting events I have observed. The federal government claims that cannabis has no medicinal value yet there have been several patents issued for cannabis as medicine. Citizens are being denied the truth about this powerful medical and wellness plant. ","1","0.12"
"Not sure. I was always for it until it happens. I feel it may ruin a good thing due to shitty people that don’t give a shit and do as they want rather than obey the laws which in turn will make the whole cannabis society look bad when in general it’s only a handful of people. I think it’s fine the way it has been to be honest ","1","0.12"
"Nothing but a positive experience for me, hope the lawmakers stop dragging their feet tho.","1","0.12"
"Ok","1","0.12"
"ok about it. It's hard to regulate because Dr.'s will give you whatever you want if you can pay$$.  ","1","0.12"
"One should not use while driving or using machinery that could harm themselves or others. ","1","0.12"
"Only adult use unless medically needed under a physicians care for any child. ","1","0.12"
"Only for medicinal purposes.","1","0.12"
"Only to allow me to grow my own","1","0.12"
"Open-Ended Response","1","0.12"
"Optimistic but implimentation seems to be taking longer than expected","1","0.12"
"Overdue with robust regulations. If we want to keep cannabis away from CHILDREN, not necessarily teens, why make candy with cannabis? If kids can eat laundry pods they would definitely eat misplaced, brightly colored, candy.","1","0.12"
"Overdue.","1","0.12"
"Peace ","1","0.12"
"People would be a lot better off using cannabis rather than taking synthetic meds. ","1","0.12"
"Perfect, as a user of 30+ years legalization of medical cannabis has aided me tremendously ","1","0.12"
"Please do! Legislators need to get their heads out of their asses and see the benefits!","1","0.12"
"Please legalize and stop sending people to jail. TY","1","0.12"
"positive ","1","0.12"
"positive but I would like it to come with reparations from those arrested / jailed / fined for cannabis-related crimes so far, or at least discussion of the double-standards related to who is profiting from legalization","1","0.12"
"Positive but with strict controls and oversight","1","0.12"
"Prefer it to remain for medical use only.","1","0.12"
"pro legalization","1","0.12"
"Pro legalization.  ","1","0.12"
"Pro recreational use.","1","0.12"
"Pro! Amazing benefits and if remaining organic, non gmo etc it is a primary choice for me. ","1","0.12"
"Pro, more education on medical vs recreational though and therapeutic limits vs getting stoned ","1","0.12"
"Recreational legal cannabis is appropriate. Medical should remain a separate category, to allow regulations that increase access to cannabis products for disabled and low income people. Higher plant allowances for patients growing, continuous supply at dispensaries, paying no tax, discounts for those on Medicare, Medicaid, or other financial assistances are all appropriate. The certification and card system for medical should be free; subsidized by the taxes on recreational cannabis.","1","0.12"
"Research should be done.  Yes legalize.","1","0.12"
"Should've never been illegal  Happy about the progress","1","0.12"
"Should already be and may it be so for all sooner than later! ","1","0.12"
"should be","1","0.12"
"Should be absolutely ","1","0.12"
"Should be adult use legal nationally.","1","0.12"
"Should be completely legal","1","0.12"
"Should be fully legal and taxed for 21+ age","1","0.12"
"Should be legal ","1","0.12"
"should be legal  ","1","0.12"
"should be legal across the board and on a federal level","1","0.12"
"Should be legal and insurance should pay for it like any medicine.","1","0.12"
"Should be legal and NOT regulated. It should be treated like tomatoes. ","1","0.12"
"should be legal asap","1","0.12"
"should be legal federally","1","0.12"
"Should be legal federally.","1","0.12"
"Should be legal for medical use","1","0.12"
"Should be legal for medical use everywhere in this country. ","1","0.12"
"Should be legal for mentally healthy adults with ample info about potential side effects, not unlike how we treat alcohol. Even better would be if MMJ was treated like rx meds.","1","0.12"
"Should be legal in every state for medical use,and should be taken off as a schedule 1 drug.so research can be done On the effects of cannabis.if states pass it for recreational use it should be honored federally.","1","0.12"
"Should be legal in the USA","1","0.12"
"Should be legal to grow and buy","1","0.12"
"Should be legal.","1","0.12"
"Should be legalizd","1","0.12"
"should be legalized","1","0.12"
"Should be legalized","1","0.12"
"Should be legalized ","1","0.12"
"Should be legalized in all states for medical use.","1","0.12"
"Should be legalized, over 21. ","1","0.12"
"Should be more accessible like alcohol. Too expensive for many low to no income individuals needing it medically. Should be covered by insurance","1","0.12"
"Should be period. Booze is much worse on ones body","1","0.12"
"Should happen ASAP","1","0.12"
"Should have always been","1","0.12"
"Should have been done along time ago, less pills! ","1","0.12"
"Should have been done decades ago","1","0.12"
"Should have been done years ago","1","0.12"
"Should have been legal 50+ yrs ago","1","0.12"
"should have been legalized a long time ago.  ","1","0.12"
"Should have been legalized across the board a long time ago. ","1","0.12"
"should have been years ago","1","0.12"
"Should have never been illegal ","1","0.12"
"Should have never been made ILLEGAL in the 1st place!","1","0.12"
"Should never have been banned!","1","0.12"
"Should never have been illegal. It's a plant","1","0.12"
"Should never have been prohibited in the first place and is one of the largest rackets in this country's history ","1","0.12"
"Should of been done a long time ago.","1","0.12"
"Should of done it awhile ago ","1","0.12"
"So happy! Will be happier when federal legalization happens, when folks in jail on marijuana charges get set free, and when canna-businesses can use banks.","1","0.12"
"So/so about adult use starting ","1","0.12"
"Sometimes I feel in the years ahead that the use of marijuana now will cause great health problems like the tobacco industry did. All though it helps now with many health problems my concern is not knowing the future problems it may bring and what’s being hidden from the public in order to bring high sales in. I also feel that ALL health insurances should cover the use of medical marijuana as a medication. especially if medical marijuana in that particular state is legal.","1","0.12"
"Speed this up, and cut this regulation so it can be studied in a more academic setting,. ","1","0.12"
"State is taking too long to process facilities for openings ","1","0.12"
"State with legal recreational cannabis have the best product options, better prices, better services and somewhat better understanding of symptom relief. Some have “sample” opportunities that can be helpful.","1","0.12"
"Strongly Support","1","0.12"
"Sucks. We need the Federal Government to remove it from a schedule 1 drug. We need local municipalities to stop the extortion of small business that want to start their cannabis business. Local municipalities need to understand that the PEOPLE HAVE VOTED and want cannabis. They need to stop letting the 3 or 4 people that do not want it, to halt all efforts to move forward.","1","0.12"
"Support full legalization at the federal level","1","0.12"
"Support it ","1","0.12"
"Support it. And definitely reschedule it.  But I can also understand why there’s a concern of driving under the influence. ","1","0.12"
"Surprised at how demonized cannabis remains.  The facts have been clear for decades yet politics and morality have inhibited the use of cannabis.  Fully support full legalization.","1","0.12"
"Thank God almighty, Free at last!  Free at last!!","1","0.12"
"Thank God. It always made me feel better, and now I can get consistant quality, and not have to go underground, and support drug dealers.","1","0.12"
"Thank you, its long overdue.","1","0.12"
"That its not legalization its just regulation. More ways for cops and state to make money on tickets, not enough restorative justice. And seed to sale is an innane invasion of freedom and privacy. I can make wine, beer, spirits, even certain regulated chemicals or drugs, and they don't need to count my hops or limit the number of grape vines I have or raw products I can order, to still tax and regulate my finished product or crop. Its rediculous. People whose business plans are based on pre prohibition prices are rediculous too. Communities that opt out of voted for state measures are outright saying they prefer the black market to the legal one. Liscences are prohibitively expensive to small growers and anyone who hasn't been illegally profiting from selling volume, leaving it mostly full of outside investors who don't understand the plant or community, permits approved by committees full of corupt politicians... I could go on all day.","1","0.12"
"The best thing to ever happen ","1","0.12"
"The expense of tax on recreational products is a deterrent ","1","0.12"
"The fact that it is not legal for consumption is insulting to every law-abiding adult who wants to use this plant. It is becoming ever-increasingly known that hypocrisy, misinformation, and prejudice were the driving factors behind the illegality surrounding this simple, ancient plant. If we expect to give any credence to the idea that we are enlightened and learned, then we must allow full legalization to happen. The current state of cannabis laws in this country (i.e. the fact that it is still referred to a marijuana, a word chosen to feed racist viewpoints, in law books) are appalling and shameful. Additionally, that the CCC is refusing to allow the adult-use market to open is unacceptable. On top of it, they show clear bias to known companies who have questionable relationships to the Department of Public Health and other regulatory entities. The people of Massachusetts deserve better.","1","0.12"
"The growth in the industry is incredible and the benefits of cannabis seem endless. The revenue generated with the sale of cannabis can help the government and local schools, police and fire services and open more opiate rehabs. ","1","0.12"
"The MA law sucks. Cannabis should be federally deregulated and removed from the list of Schedule 1 drugs.","1","0.12"
"The regulations in California are ridiculous and seem to be killing the market. The fact there are not enough testing labs and that they are all delivering different results (on same batches) needs to be fixed and I don't believe the state knows how to fix it.","1","0.12"
"The USA should fully legalize cannabis","1","0.12"
"There are mostly positive results of legalization. However, the cost of cannabis has risen so much that some medical users are not able to afford buying cannabis products. Also the small cannabis farmers are unable to sustain their livlihood since legalization.","1","0.12"
"There are no dispensaries that aren't medical","1","0.12"
"There government knew there is more money in keeping people sick. Now that people are learning that the government has been lying to us all these years about cannabis and it’s  phenomenal medicinal value . Well, it pisses me off at the government. ","1","0.12"
"There is nothing wrong with it","1","0.12"
"There should be no restrictions on home grows.","1","0.12"
"They should ","1","0.12"
"They should increase the amount of cannabis that a person should be able to grow legally so that you can reduce the price one spends at a dispensary ","1","0.12"
"Think it should be 100% legal. With access to both medical and recreational ","1","0.12"
"Think its great. ","1","0.12"
"This is still a controversial issue. I am for the legalization of cannabis. This plant has helped me to heal.","1","0.12"
"This Medicine has single handily changed my well-being. I’ve been able to come off of much more dangerous prescription medication opiates. Cannibis works better for all my symptoms and I have more energy and motivation. This should absolutely be legalized! I was skeptical and worried about stigma, but it is the best decision I have made to care for my medical disorder. I honestly would not have the progress I have made without it and other people should be allowed the chance to benefit from it as well. Complete game changer.","1","0.12"
"To each their own","1","0.12"
"Too little and far too late!","1","0.12"
"Too little, too late.  Cannabis prohibition should never have happened.  The damage to the public health has been incalculable.  Removing these vital nutrients from the public diet has led to increased incidence of cancer, diabetes, obesity, neurological and emotional problems, etc., as well as the abuse of cannabis by a misinformed populace.  Legalization will reverse one of the greatest crimes against humanity ever perpetrated (as further testing/studies will prove).","1","0.12"
"too many people and not enough product","1","0.12"
"Too slow. ","1","0.12"
"Took long enough","1","0.12"
"Very good, but needs to come with commutations of drug charges & way to fund material reparations to communities & families harmed by drug war. ","1","0.12"
"Very happy about it.","1","0.12"
"very happy that it is now legal in Mass.","1","0.12"
"very happy!","1","0.12"
"Very important Alchol is worse for you yet it's legal when weed has health benefits ","1","0.12"
"Very important. Laws need to help promote and rebuild the communities that have been ravaged by dangerous and discriminatory ""war on drugs"" policies.","1","0.12"
"Very long overdue","1","0.12"
"Very pleased that has happened.","1","0.12"
"Very positive","1","0.12"
"Very pro.  I feel if alcohol is legal - can I is should be aswell","1","0.12"
"Very pro. Some who could use it as a med choose not to get a card so they are not listed on a database","1","0.12"
"Very supportive, medicinal and recreational both","1","0.12"
"Voted for it","1","0.12"
"Waited 20 years for this","1","0.12"
"Waited 46 years for this.  It will have many unforeseen benefits including reducing alcoholism, reducing vehicular mortality due to alcohol, and might help some with opiod abuse.","1","0.12"
"way over due","1","0.12"
"Way over due, public opinion is being ignored, the majority of the population is in support of legalization.","1","0.12"
"way overdue","1","0.12"
"We deserve its medical benefits. ","1","0.12"
"We need open recreational dispensaries","1","0.12"
"We need to get it off schedule 1 and make it available in all 50 states","1","0.12"
"We should demand the goverment for the schedule one classification of cannabis be eliminated.","1","0.12"
"We voted for it in November of 2016.  Its been almost two years.  GET WITH IT MASSACHUSETTS!!! MAKE IT HAPPEN!","1","0.12"
"We will get there in time, probobly within the next decade. But government regulation seems bad considering they are one of the main opponents of legalization throughout the years. Having the FDA regulate cannabis feels foolish considering the people in that position right now are concerned with money, not quality. Massachusetts has potential, if these politicians get off their ass and make our future for the better, not for the money","1","0.12"
"We’re cloe","1","0.12"
"Well past time","1","0.12"
"What's taking so long?","1","0.12"
"what are we waiting for ","1","0.12"
"When God, when?","1","0.12"
"Where I am now it is very easy and leant","1","0.12"
"Why are people making it so damn complicated?!? Nasty politics and old propaganda.😩","1","0.12"
"Why has the greed which caused it to be forced to a crime/evil PLANT, still in government?","1","0.12"
"why not, at least could be revenue source (instead of ""black market"") ","1","0.12"
"Why was it ever illegal?","1","0.12"
"will be some risk of overdoing edibles.  hate smoking ","1","0.12"
"Will be very beneficial to many individuals. ","1","0.12"
"Wonderful","1","0.12"
"WOO HOO! More access, less stigma.","1","0.12"
"Works great for my disabilities ","1","0.12"
"would agree to legalization","1","0.12"
"Yay","1","0.12"
"Yay!","1","0.12"
"Yes already","1","0.12"
"Yes please. medical, absolutely. recreational, if we start teaching people more about mindfulness and moderation.","1","0.12"
"yes!","1","0.12"
"Yes, legalize it and keep it away from big pharma!","1","0.12"
"Yes, Please.","1","0.12"
"Yes. And also legal protection for cannabis users. ","1","0.12"
